Uwi,Longitude,Latitude,Easting,Northing,TimeSplitDate,InStudyRegion,Usage,Core.Toc.Kriged,Core.S1.Kriged,Core.S2.Kriged,Core.S3.Kriged,Core.Tmax.Kriged,Core.NormalizedOil.Kriged,Core.RoCalculated.Kriged,Core.RoMeasured.Kriged,Core.BulkDensityDynamic.Kriged,Core.ShearVelocityDynamic.Kriged,Core.StaticYoungsModulus.Kriged,Core.PoissonsRatioDynamic.Kriged,Core.PoissonsRatioStatic.Kriged,Core.ConfiningStressDynamic.Kriged,Core.GriMatrixPermeability.Kriged,Core.GriMatrixPermeabilityAbsolute.Kriged,Core.GriBulkDensity.Kriged,Core.GriGrainDensity.Kriged,Core.GriTotalPorosity.Kriged,Core.GriGasFilledPorosity.Kriged,Core.GriWaterFilledPorosity.Kriged,Core.GriSaturationSg.Kriged,Core.GriSaturationSo.Kriged,Core.GriCoreyTypeParameter.Kriged,Core.GscCombustibleGasContent.Kriged,Core.CsgTotalApi.Kriged,Core.CsgThoriumApi.Kriged,Core.CsgPotassiumApi.Kriged,Core.XrdPlagioclase.Kriged,Core.XrdDolomite.Kriged,Core.XrdMarcasite.Kriged,Core.XrdTotalClay.Kriged,Core.XrdClayKaolinite.Kriged,Core.XrdClayIllite.Kriged,Core.XrdClayChlorite.Kriged,Formation.Top.Kriged,Formation.Base.Kriged,Producer.EstimatedLength.Joined,Producer.DepthTrueVertical.Joined,Producer.Oil.12Months.PerLateralFoot,Formation.Thickness.Derived,Formation.LnThickness.Derived
4.20133E+13,-98.7182,28.80405,-265742.1352,640644.3016,12/1/2012,TRUE,FutureTest,2.147467442,0.457393422,2.789996028,0.177645137,239.3469468,13.1731098,0.564089323,0.150132798,2.532677709,8520.068115,0.335476742,0.252109556,0.056761955,1772.171818,2.61E-05,0.000190281,1.148236517,1.225082109,3.641990753,1.065902638,1.001869198,16.28234706,13.86820168,1.118491962,15.09509388,24.28484769,8.20607593,9.032629984,1.879871461,0.740257358,0.455464516,8.773020834,9.607836295,20.00473168,3.250783017,7732.691769,7916.79843,4813,7172,4.794307085,184.1066609,5.215515268
