Uwi,Longitude,Latitude,Easting,Northing,TimeSplitDate,InStudyRegion,Usage,Core.GriGasFilledPorosity.Kriged,Core.GriSaturationSg.Kriged,Core.GriSaturationSw.Kriged,Core.CrushedGasContent.Kriged,Core.Toc.Kriged,Core.S1.Kriged,Core.XrdMarcasite.Kriged,Core.XrdClayIllite.Kriged,Core.XrdClayChlorite.Kriged,Core.ShearVelocityDynamic.Kriged,Core.StaticYoungsModulus.Kriged,Core.PoissonsRatioDynamic.Kriged,Core.PoissonsRatioStatic.Kriged,Core.GriWaterFilledPorosity.Kriged,Core.CsgThoriumApi.Kriged,Core.CsgPotassiumApi.Kriged,Core.XrdPlagioclase.Kriged,Core.XrdQuartz.Kriged,Core.XrdCalcite.Kriged,Core.XrdDolomite.Kriged,Core.XrdTotalClay.Kriged,Core.RoMeasured.Kriged,Core.RoCalculated.Kriged,Core.GriBulkDensity.Kriged,Core.CsgUraniumApi.Kriged,Core.GriTotalPorosity.Kriged,Core.BulkDensityDynamic.Kriged,Core.ConfiningStressDynamic.Kriged,Core.GriMatrixPermeability.Kriged,Core.GscCombustibleGasContent.Kriged,Core.NormalizedOil.Kriged,Log.GR.Kriged,Log.NPHI.Kriged,Log.DPHI.Kriged,Log.LLD.Kriged,Producer.DepthTrueVertical.Joined,Producer.Gas.12Months.PerLateralFoot,Treatment.FluidAmountGallonsFracPerProppingAgentAmountPounds.Joined,Core.GscCombustibleGasContent.KrigedMISSING,Producer.DepthTrueVertical.JoinedMISSING,Treatment.FluidAmountGallonsFracPerProppingAgentAmountPounds.JoinedMISSING
3.70032E+13,-79.80715,40.57301,1352775,2066701.817,4/23/2012,TRUE,FutureTest,6.223327564,71.78632802,25.22088583,9.032561612,6.267659773,0.971645401,0.256912428,93.63589671,6.455875091,7408.067371,2.428710066,0.232116521,0.231753495,2.065749724,50.09818221,56.9949247,4.44468601,41.46996877,11.3570982,2.497125246,29.08809575,1.516550983,1.237588886,2.416272019,98.94809033,8.635537491,2.567203763,1485.179058,0.00024356,0,17.00251722,61.96646078,2.631447081,2.629804834,1970.741317,7050,380.6423671,0,1,0,1
