Uwi,Longitude,Latitude,Easting,Northing,TimeSplitDate,InStudyRegion,Usage,Core.GriGasFilledPorosity.Kriged,Core.GriSaturationSg.Kriged,Core.Toc.Kriged,Core.S1.Kriged,Core.Tmax.Kriged,Core.NormalizedOil.Kriged,Core.GriMatrixPermeability.Kriged,Core.GriBulkDensity.Kriged,Core.GriGrainDensity.Kriged,Core.GriTotalPorosity.Kriged,Core.RoCalculated.Kriged,Core.GriSaturationSo.Kriged,Core.XrdMarcasite.Kriged,Core.XrdClayIllite.Kriged,Core.XrdClayChlorite.Kriged,Core.BulkDensityDynamic.Kriged,Core.ShearVelocityDynamic.Kriged,Core.StaticYoungsModulus.Kriged,Core.PoissonsRatioDynamic.Kriged,Core.PoissonsRatioStatic.Kriged,Core.ConfiningStressDynamic.Kriged,Core.GriMatrixPermeabilityAbsolute.Kriged,Core.GriWaterFilledPorosity.Kriged,Core.GriCoreyTypeParameter.Kriged,Core.GscCombustibleGasContent.Kriged,Core.CsgThoriumApi.Kriged,Core.CsgPotassiumApi.Kriged,Core.XrdPlagioclase.Kriged,Core.XrdDolomite.Kriged,Core.XrdTotalClay.Kriged,Core.RoMeasured.Kriged,Formation.Top.Kriged,Formation.Base.Kriged,Producer.DepthTrueVertical.Joined,Producer.EstimatedLength.Joined,Producer.Gas.12Months.PerLateralFoot,Treatment.ProppingAgentAmountPoundsPerFrackedFoot.Joined,Treatment.FluidAmountGallonsFracPerProppingAgentAmountPounds.Joined,Treatment.FluidAmountGallonsAcidPerProppingAgentAmountPounds.Joined,Formation.Thickness.Derived,Formation.LnThickness.Derived,Treatment.ProppingAgentAmountPoundsPerFrackedFoot.JoinedMISSING,Treatment.FluidAmountGallonsFracPerProppingAgentAmountPounds.JoinedMISSING,Treatment.FluidAmountGallonsAcidPerProppingAgentAmountPounds.JoinedMISSING
4.20133E+13,-98.7182,28.80405,-265742.1352,640644.3016,12/1/2012,TRUE,FutureTest,1.065902638,16.28234706,2.147467442,0.457393422,239.3469468,13.1731098,2.61E-05,1.148236517,1.225082109,3.641990753,0.564089323,13.86820168,0.455464516,20.00473168,3.250783017,2.532677709,8520.068115,0.335476742,0.252109556,0.056761955,1772.171818,0.000190281,1.001869198,1.118491962,15.09509388,8.20607593,9.032629984,1.879871461,0.740257358,8.773020834,0.150132798,7732.633869,7917.20555,7172,4813,2.385622273,0,0,0,184.5716813,5.218037905,1,1,1
