UWI,Source,Test Type,Test Number,Number,Type,Depth Top,Depth Base,Fluid Amount,Fluid Units,Fluid Type,Propping Agent Amount,Propping Agent Units,Propping Agent Type,Pressure Breakdown,Injection Rate,Additive,Stage,Mesh Size,Remark
4.21273E+13,PI,IP,1,1,FRAC,8262,14064,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,FRAC,8317,14129,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,FRAC,8226,13955,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,NTRL,7309,12190,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,NTRL,7417,12953,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,8609,13232,621,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8609,13232,,,,1677,TON,SAND,,,,,,3353340# SD
4.21273E+13,PI,IP,1,1,ACID,8450,12663,525,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8450,12663,,,,1472,TON,SAND,,,,,,2944020# SD
4.21273E+13,PI,IP,1,1,ACID,8403,12716,591,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8403,12716,,,,1467,TON,SAND,,,,,,2933140# SD
4.21273E+13,PI,IP,1,1,ACID,8602,12881,538,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8602,12881,,,,1480,TON,SAND,,,,,,2959610# SD
4.21273E+13,PI,IP,1,1,NTRL,7355,12395,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,8508,12808,569,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8508,12808,,,,1476,TON,SAND,,,,,,2952080# SD
4.21273E+13,PI,IP,1,1,ACID,8668,13040,530,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8668,13040,,,,1478,TON,SAND,,,,,,2955380# SD
4.21273E+13,PI,IP,1,1,ACID,8445,12712,566,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8445,12712,,,,1481,TON,SAND,,,,,,2962420# SD
4.21273E+13,PI,IP,1,1,ACID,8249,12551,575,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8249,12551,,,,1477,TON,SAND,,,,,,2954420# SD
4.21273E+13,PI,IP,1,1,ACID,8517,12577,576,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8517,12577,,,,1478,TON,SAND,,,,,,2956640# SD
4.21273E+13,PI,IP,1,1,ACID,7549,13269,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7549,13269,113113,BBL,W,,,,,,,,,"DETAILS: 4750746 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6323,12389,,,A,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,6323,12389,123801,BBL,W,,,,,,,,,"DETAILS: 5199642 GAL, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,FRAC,8301,14085,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,6922,13984,,,,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,6922,13984,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,7258,11623,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7258,11623,85386,BBL,W,,,,,,,,,"DETAILS: 3586212 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6480,12282,,,A,,,,,,HCL,,,10.1-15%
4.21273E+13,PI,IP,1,2,FRAC,6480,12282,115003,BBL,W,,,,,,,,,"DETAILS: 4830126 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7252,11711,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7252,11711,83372,BBL,W,,,,,,,,,"DETAILS: 3501624 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,8518,13945,660,BBL,A,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,8518,13945,200834,BBL,FLUD,1903,TON,SAND,,,FECL,,,"DETAILS: 8435025 GAL FLUID, 3805010# SD"
4.21273E+13,PI,IP,1,1,ACID,8160,13736,660,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8160,13736,,,,1897,TON,SAND,,,,,,3794970# SD
4.21273E+13,PI,IP,1,1,ACID,8209,13744,660,BBL,A,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,8209,13744,203516,BBL,FLUD,1899,TON,SAND,,,CRIN,,,"DETAILS: 8547666.5 GALS, 3797160# SD"
4.21273E+13,PI,IP,1,1,ACID,8548,13497,590,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8548,13497,,,,1694,TON,SAND,,,,,,3387500# SD
4.21273E+13,PI,IP,1,1,ACID,8622,13769,660,BBL,A,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,8622,13769,201190,BBL,FLUD,1906,TON,SAND,,,CRIN,,,"DETAILS: 8449991.3 GALS, 3812620# SD"
4.21273E+13,PI,IP,1,1,ACID,7260,14520,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7260,14520,148546,BBL,W,,,,,,,,,"DETAILS: 6238932 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7198,13048,,,A,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,7198,13048,115479,BBL,W,,,,,,,,,"DETAILS: 4850118 GAL, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,6759,11799,,,,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6759,11799,98422,BBL,W,,,,,,,,,"DETAILS: 4133724 GAL, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,8350,13617,663,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8350,13617,,,,1894,TON,SAND,,,,,,3788840# PROPPANT
4.21273E+13,PI,IP,1,1,ACID,7670,12589,,,,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,7670,12589,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,6828,13133,,,,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,6828,13133,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,6654,13591,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6654,13591,131013,BBL,W,,,,,,,,,"DETAILS: 5502546 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6748,13535,,,,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,6748,13535,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,6740,12923,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6740,12923,123709,BBL,W,,,,,,,,,"DTAILS: 5195778 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,PT,1,1,ACID,9292,14119,610,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,9292,14119,,,,1614,TON,SAND,,,,,,3228660# SD
4.21273E+13,PI,IP,1,1,ACID,7454,12530,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7454,12530,100737,BBL,W,,,,,,,,,"DETAILS: 4230954 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,9410,14662,677,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,9410,14662,,,,1908,TON,SAND,,,,,,3816700# PROP
4.21273E+13,PI,IP,1,1,ACID,6652,11299,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6652,11299,102049,BBL,W,,,,,,,,,"DETAILS: 4286058 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,FRAC,8958,9829,20291,BBL,FLUD,604,TON,SAND,,,,,,"DETAILS: 36216# 100 MESH SD, 1184704# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,2,FRAC,9896,10167,6680,BBL,FLUD,399510,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23908# 30/50 NORTHERN WHITE SD, 35870# 30/50 NORTHERN WHITE SD, 60006# 30/50 NORTHERN WHITE SD, 74803# 30/50 NORTHERN WHITE SD, 83756# 30/50 NORTHERN WHITE SD, 109097# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,3,FRAC,10234,10505,6537,BBL,FLUD,400070,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23948# 30/50 NORTHERN WHITE SD, 35929# 30/50 NORTHERN WHITE SD, 59852# 30/50 NORTHERN WHITE SD, 74898# 30/50 NORTHERN WHITE SD, 83883# 30/50 NORTHERN WHITE SD, 109031# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,4,FRAC,10572,10843,6771,BBL,FLUD,400070,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23948# 30/50 NORTHERN WHITE SD, 35870# 30/50 NORTHERN WHITE SD, 59929# 30/50 NORTHERN WHITE SD, 74803# 30/50 NORTHERN WHITE SD, 83758# 30/50 NORTHERN WHITE SD, 109694# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,5,FRAC,10910,11181,6863,BBL,FLUD,400010,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23908# 30/50 NORTHERN WHITE SD, 35870# 30/50 NORTHERN WHITE SD, 59775# 30/50 NORTHERN WHITE SD, 74803# 30/50 NORTHERN WHITE SD, 83883# 30/50 NORTHERN WHITE SD, 109701# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,6,FRAC,11248,11519,6567,BBL,FLUD,407331,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23828# 30/50 NORTHERN WHITE SD, 35988# 30/50 NORTHERN WHITE SD, 59544# 30/50 NORTHERN WHITE SD, 74898# 30/50 NORTHERN WHITE SD, 83863# 30/50 NORTHERN WHITE SD, 117140# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,7,FRAC,11586,11857,6812,BBL,FLUD,290110,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23892# 30/50 NORTHERN WHITE SD, 35923# 30/50 NORTHERN WHITE SD, 59944# 30/50 NORTHERN WHITE SD, 74671# 30/50 NORTHERN WHITE SD, 83604# 30/50 NORTHERN WHITE SD, 109486# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,8,FRAC,11924,12195,6726,BBL,FLUD,400009,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23908# 30/50 NORTHERN WHITE SD, 35870# 30/50 NORTHERN WHITE SD, 59913# 30/50 NORTHERN WHITE SD, 74737# 30/50 NORTHERN WHITE SD, 83667# 30/50 NORTHERN WHITE SD, 109844# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,9,FRAC,12254,12362,6742,BBL,FLUD,399809,LB,SAND,,,,,,"DETAILS: 12070# 100 MESH SD, 23872# 30/50 NORTHERN WHITE SD, 35964# 30/50 NORTHERN WHITE SD, 59705# 30/50 NORTHERN WHITE SD, 74869# 30/50 NORTHERN WHITE SD, 83845# 30/50 NORTHERN WHITE SD, 109484# 30/50 NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,7504,14376,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7504,14376,137321,BBL,W,,,,,,,,,"DETAILS: 5767482 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,7574,14507,,,A,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,7574,14507,142699,BBL,W,,,,,,,,,"DETAILS: 5993358 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,6617,11005,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6617,11005,82799,BBL,W,,,,,,,,,"DETAILS: 3477558 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6992,12313,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6992,12313,100585,BBL,W,,,,,,,,,"DETAILS: 4224570 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,PT,1,1,ACID,9157,13299,594,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,9157,13299,,,,1686,TON,SAND,,,,,,3371120# SD
4.21273E+13,PI,PT,1,1,ACID,8305,12888,671,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,8305,12888,,,,1875,TON,SAND,,,,,,3750780# SD
4.21273E+13,PI,IP,1,1,ACID,7831,14437,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7831,14437,129730,BBL,W,,,,,,,,,"DETAILS: 5448660 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6718,11092,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6718,11092,86159,BBL,W,,,,,,,,,"DETAILS: 3618678 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7544,7757,5250,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7544,7757,,,,195433,LB,SAND,,,,,,"DETAILS: 106581# 40/70 PROP, 88852# 20/40 PROP"
4.21273E+13,PI,IP,1,3,ACID,7865,8086,4306,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,4,FRAC,7865,8086,,,,167650,LB,SAND,,,,,,"DETAILS: 83149# 40/70 PROP, 84501# 20/40 PROP"
4.21273E+13,PI,IP,1,5,ACID,8186,8399,5040,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,6,FRAC,8186,8399,,,,154908,LB,SAND,,,,,,"DETAILS: 79366# 40/70 PROP, 75542# 20/40 PROP"
4.21273E+13,PI,IP,1,7,ACID,8507,8733,4200,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,8,FRAC,8507,8733,,,,146973,LB,SAND,,,,,,"DETAILS: 71967# 40/70 PROP, 75006# 20/40 PROP"
4.21273E+13,PI,IP,1,9,ACID,8825,9049,4998,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,10,FRAC,8825,9049,,,,133698,LB,SAND,,,,,,"DETAILS: 68042# 40/70 PROP, 65656# 20/40 PROP"
4.21273E+13,PI,IP,1,11,ACID,9149,9370,5208,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,12,FRAC,9149,9370,,,,122330,LB,SAND,,,,,,"DETAILS: 69778# 40/70 PROP, 52552# 20/40 PROP"
4.21273E+13,PI,IP,1,13,ACID,9470,9691,3675,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,14,FRAC,9470,9691,,,,139316,LB,SAND,,,,,,"DETAILS: 70414# 40/70 PROP, 68902# 20/40 PROP"
4.21273E+13,PI,IP,1,15,ACID,9791,10012,4200,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,16,FRAC,9791,10012,,,,133719,LB,SAND,,,,,,"DETAILS: 68033# 40/70 PROP, 65686# 20/40 PROP"
4.21273E+13,PI,IP,1,17,ACID,10111,10333,3738,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,18,FRAC,10111,10333,,,,135097,LB,SAND,,,,,,"DETAILS: 72344# 40/70 PROP, 62753# 20/40 PROP"
4.21273E+13,PI,IP,1,19,ACID,10433,10657,1680,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,20,FRAC,10433,10657,,,,121383,LB,SAND,,,,,,"DETAILS: 72848# 40/70 PROP, 48535# 20/40 PROP"
4.21273E+13,PI,IP,1,21,ACID,10754,10977,1598,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,22,FRAC,10754,10977,,,,155077,LB,SAND,,,,,,"DETAILS: 77110# 40/70 PROP, 77967# 20/40 PROP"
4.21273E+13,PI,IP,1,23,ACID,11080,11296,1837,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,24,FRAC,11080,11296,,,,145051,LB,SAND,,,,,,"DETAILS: 74025# 40/70 PROP, 71026# 20/40 PROP"
4.21273E+13,PI,IP,1,25,ACID,11400,11617,2058,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,26,FRAC,11400,11617,,,,148463,LB,SAND,,,,,,"DETAILS: 73213# 40/70 PROP, 75250# 20/40 PROP"
4.21273E+13,PI,IP,1,27,ACID,11720,11938,3696,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,28,FRAC,11720,11938,,,,148669,LB,SAND,,,,,,"DETAILS: 73419# 40/70 PROP, 75250# 20/40 PROP"
4.21273E+13,PI,IP,1,29,ACID,12038,12259,3990,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,30,FRAC,12038,12259,,,,130755,LB,SAND,,,,,,"DETAILS: 65860# 40/70 PROP, 64895# 20/40 PROP"
4.21273E+13,PI,IP,1,31,ACID,12359,12580,3906,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,32,FRAC,12359,12580,,,,134184,LB,SAND,,,,,,"DETAILS: 70179# 40/70 PROP, 64005# 20/40 PROP"
4.21273E+13,PI,IP,1,33,ACID,12680,12901,4620,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,34,FRAC,12680,12901,,,,153496,LB,SAND,,,,,,"DETAILS: 74145# 40/70 PROP, 79351# 20/40 PROP"
4.21273E+13,PI,IP,1,35,ACID,13001,13222,5838,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,36,FRAC,13001,13222,,,,144882,LB,SAND,,,,,,"DETAILS: 77143# 40/70 PROP, 67739# 20/40 PROP"
4.21273E+13,PI,IP,1,37,ACID,13322,13542,4242,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,38,FRAC,13322,13542,,,,173527,LB,SAND,,,,,,"DETAILS: 101066# 40/70 PROP, 72461# 20/40 PROP"
4.21273E+13,PI,IP,1,39,ACID,13643,13864,3948,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,40,FRAC,13643,13864,,,,129652,LB,SAND,,,,,,"DETAILS: 69328# 40/70 PROP, 60324# 20/40 PROP"
4.21273E+13,PI,IP,1,41,ACID,13964,14188,3192,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,42,FRAC,13964,14188,,,,142365,LB,SAND,,,,,,"DETAILS: 81723# 40/70 PROP, 60642# 20/40 PROP"
4.21273E+13,PI,IP,1,43,ACID,14285,14501,2772,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,44,FRAC,14285,14501,,,,132657,LB,SAND,,,,,,"DETAILS: 70530# 40/70 PROP, 62127# 20/40 PROP"
4.21273E+13,PI,IP,1,45,ACID,14606,14824,5124,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,46,FRAC,14606,14824,,,,123805,LB,SAND,,,,,,"DETAILS: 70470# 40/70 PROP, 53335# 20/40 PROP"
4.21273E+13,PI,IP,1,47,ACID,14945,15154,3900,GAL,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,48,FRAC,14945,15154,,,,115522,LB,SAND,,,,,,"DETAILS: 79556# 40/70 PROP, 35966# 20/40 PROP"
4.21273E+13,PI,IP,1,1,ACID,6883,13238,,,,,,,,,HCL,,,
4.21273E+13,PI,IP,1,2,FRAC,6883,13238,123374,BBL,W,,,,,,,,,"DETAILS: 5181708 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7838,14654,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7838,14654,140381,BBL,W,,,,,,,,,"DETAILS: 5896002 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7601,12240,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7601,12240,87742,BBL,W,,,,,,,,,"DETAILS: 3685164 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6632,11219,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6632,11219,88605,BBL,W,,,,,,,,,"DETAILS: 3721410 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,7696,13718,,,A,,,,,,HCL,,,DETAILS: 10.1%-15%
4.21273E+13,PI,IP,1,2,FRAC,7696,13718,2431,BBL,W,,,,,,,,,"DETAILS: 4862802 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7184,11934,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7184,11934,96333,BBL,W,,,,,,,,,"DETAILS: 4045986 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6741,11671,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6741,11671,96337,BBL,W,,,,,,,,,"DETAILS: 4046154 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6726,12387,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6726,12387,114386,BBL,W,,,,,,,,,"DETAILS: 4804212 GAL WTR, NORTHERN WHITE SD,100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7723,13298,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7723,13298,108653,BBL,W,,,,,,,,,"DETAILS: 4563426 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7449,12341,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7449,12341,93867,BBL,W,,,,,,,,,"DETAILS: 3942414 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7684,13665,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7684,13665,115545,BBL,W,,,,,,,,,"DETAILS: 4852890 GAL, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,7650,14550,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7650,14550,137453,BBL,W,,,,,,,,,"DETAILS: 5773026 GAL, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,6783,14514,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6783,14514,153828,BBL,W,,,,,,,,,"DETAILS: 6460776 GAL, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6864,13050,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6864,13050,126771,BBL,W,,,,,,,,,"DETAILS: 5324382 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,6816,14166,,,,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6816,14166,140790,BBL,W,,,,,,,,,"DETAILS: 5913180 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,IP,1,1,ACID,7067,11595,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7067,11595,91565,BBL,W,,,,,,,,,"DETAILS: 3845730 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,NTRL,7506,12540,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,7122,11780,,,,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7122,11780,89361,BBL,W,,,,,,,,,"DETAILS: 3753162 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,NTRL,7379,12635,,,,,,,,,,,,
4.21273E+13,PI,IP,1,1,ACID,9263,14337,754,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,9263,14337,,,,1827,TON,SAND,,,,,,3654200# SD
4.21273E+13,PI,PT,1,1,ACID,8878,14041,775,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,8878,14041,,,,1784,TON,SAND,,,,,,3567720# PROP
4.21273E+13,PI,IP,1,1,ACID,7173,15301,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,7173,15301,162064,BBL,W,,,,,,,,,"DETAILS: 6806688 GAL WTR, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,8769,13920,743,BBL,A,,,,,,,,,
4.21273E+13,PI,IP,1,2,FRAC,8769,13920,,,,1828,TON,SAND,,,,,,3655580# SD
4.21273E+13,PI,IP,1,1,ACID,6794,11227,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6794,11227,84564,BBL,W,,,,,,,,,"DETAILS: 3551688 GAL WTR, NORTHERN WHITE SD, 100 MESH SD"
4.21273E+13,PI,PT,1,1,ACID,7794,13117,660,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,7794,13117,,,,1903,TON,SAND,,,,,,3805580# SD
4.21273E+13,PI,PT,1,1,ACID,7842,13127,660,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,7842,13127,,,,1892,TON,SAND,,,,,,3783880# SD
4.21273E+13,PI,PT,1,1,ACID,8734,13814,905,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,8734,13814,,,,1836,TON,SAND,,,,,,3672580# SD
4.21273E+13,PI,PT,1,1,ACID,9145,13916,672,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,9145,13916,,,,1616,TON,SAND,,,,,,3231330# SD
4.21273E+13,PI,PT,1,1,ACID,9416,14087,935,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,9416,14087,,,,1607,TON,SAND,,,,,,3213850# SD
4.21273E+13,PI,PT,1,1,ACID,8117,12614,590,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,8117,12614,,,,1687,TON,SAND,,,,,,3373840# SD
4.21273E+13,PI,PT,1,1,ACID,7732,12559,620,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,7732,12559,,,,1774,TON,SAND,,,,,,3548844# SD
4.21273E+13,PI,PT,1,1,ACID,7619,12444,690,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,7619,12444,,,,1706,TON,SAND,,,,,,3412140# SD
4.21273E+13,PI,PT,1,1,ACID,7752,12454,590,BBL,A,,,,,,,,,
4.21273E+13,PI,PT,1,2,FRAC,7752,12454,,,,1687,TON,SAND,,,,,,3373090# SD
4.21273E+13,PI,IP,1,1,ACID,6533,13328,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6533,13328,135058,BBL,W,,,,,,,,,"DETAILS: 5672436 GAL, NORTHERN WHITE SD"
4.21273E+13,PI,IP,1,1,ACID,6381,13657,,,A,,,,,,HCL,,,15%
4.21273E+13,PI,IP,1,2,FRAC,6381,13657,145623,BBL,W,,,,,,,,,"DETAILS: 6116166 GAL, NORTHERN WHITE SD"
