Entity,Source,Entity Type,Primary Product,Province State Name,District Name,County Name,Basin Name,Operator Name,Field Name,Prod Zone Name,Lease Name,Lease Number,Well Number,Location,Gatherer Gas,Gatherer Liquid,Status Date,Status Current Name,Date Production Start,Date Production Stop,Date Injection Start,Date Injection Stop,Pool Name,Temperature Gradient,N Factor
1420300258782H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 03,FAYETTE,GULF COAST BASIN,WEBER ENERGY CORPORATION,GIDDINGS,EAGLE FORD,CHERRY UNIT II,025878,2H,SEC:10 BLK: SRV:BREIDY PATRICK ABS:123,DCPMI,SUNOC,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD,,
1420300259261H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 03,FAYETTE,GULF COAST BASIN,WEBER ENERGY CORPORATION,GIDDINGS,EAGLE FORD,CHERRY,025926,1H,SEC:10 BLK: SRV:BREIDY PATRICK ABS:123,COPFC,ENTCO,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD,,
142030026083MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 03,FAYETTE,GULF COAST BASIN,SOUTHERN BAY OPERATING LLC,SOUTHERN BAY,EAGLE FORD,ARNIM A UNIT,026083,MULTI,SEC: BLK: SRV:ELLIOT JAMES D ABS:175,,,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD,,
142030026084MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 03,FAYETTE,GULF COAST BASIN,SOUTHERN BAY OPERATING LLC,SOUTHERN BAY,EAGLE FORD,RING A UNIT,026084,MULTI,SEC: BLK: SRV:FARRIS WILLIAM A ABS:180,,,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD,,
1420100151801,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,WEST PATRICK,015180,1,SEC:14 BLK: SRV:BS&F ABS:1428,ENTPO,ENTCO,,INACTIVE,2010-03-01,2010-12-31,,,EAGLEFORD SOUR,,
1420100151902,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,EF ENERGY LLC,DILWORTH,EAGLE FORD,KOTHMANN,015190,2,SEC:969 BLK: SRV:AUSTIN&WILLIAMS ABS:8,,GULFM,2013-04-15,INACTIVE,2010-03-01,2011-07-31,,,EAGLE FORD,,
1420100152681,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,ARMINIUS ENERGY TRUST,015268,1,SEC:20 BLK: SRV:BS&F ABS:1370,,,,INACTIVE,2010-09-01,2010-12-31,,,EAGLEFORD SOUR,,
1420100152682,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,EAGLEVILLE,EAGLE FORD,ARMINIUS ENERGY TRUST,015268,2,SEC:20 BLK: SRV:BS&F ABS:1370,,,,INACTIVE,2010-10-01,2010-12-31,,,EAGLEFORD SOUR,,
1420100152741,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,BRISCOE RANCH DIST 1,EAGLE FORD,ARMINIUS ENERGY TRUST,015274,1,SEC:20 BLK: SRV:BS&F ABS:1370,TXSTM,BPPRN,,ACTIVE,2011-01-01,2013-04-30,,,EAGLE FORD,,
1420100152742,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,BRISCOE RANCH DIST 1,EAGLE FORD,ARMINIUS ENERGY TRUST,015274,2,SEC:20 BLK: SRV:BS&F ABS:1370,TXSTM,BPPRN,,ACTIVE,2011-01-01,2013-04-30,,,EAGLE FORD,,
1420100152743H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,BRISCOE RANCH DIST 1,EAGLE FORD,ARMINIUS ENERGY TRUST,015274,3H,SEC:20 BLK: SRV:BS&F ABS:1370,TXSTM,BPPRN,,ACTIVE,2011-04-01,2013-04-30,,,EAGLE FORD,,
1420100152744H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,BRISCOE RANCH DIST 1,EAGLE FORD,ARMINIUS ENERGY TRUST,015274,4H,SEC:20 BLK: SRV:BS&F ABS:1370,TXSTM,BPPRN,,ACTIVE,2011-05-01,2013-04-30,,,EAGLE FORD,,
1420100152745H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,FRIO,GULF COAST BASIN,CABOT OIL & GAS CORPORATION,BRISCOE RANCH DIST 1,EAGLE FORD,ARMINIUS ENERGY TRUST,015274,5H,SEC:20 BLK: SRV:BS&F ABS:1370,TXSTM,BPPRN,,ACTIVE,2011-05-01,2013-04-30,,,EAGLE FORD,,
242010P52642,PI,WELL,G,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CROZIER WILLIAMSON UNIT,,1H,SEC: BLK: SRV:HALL WILLIAM A ABS:270,,,,ACTIVE,2012-09-01,2012-09-30,,,EAGLE FORD,,
242020P57084,PI,WELL,G,TEXAS,TEXAS DISTRICT 02,GONZALES,GULF COAST BASIN,GEOSOUTHERN ENERGY CORPORATION,DE WITT,EAGLE FORD,MEDINA UNIT,,1,SEC:17 BLK: SRV:CLEMENTS JOSEPH D ABS:9,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD SHALE,2,
142050P58274MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 05,GRIMES,GULF COAST BASIN,HALCON OPERATING CO INC,AGUILA VADO,EAGLE FORD,JOHNSON TRUSTS A 1H,,MULTI,SEC: BLK: SRV:CONNELLY MICHAEL ABS:160,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD,,
1420100153832H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,KARNES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,VICKERS,015383,2H,SEC:34 BLK: SRV:CUADRILLA IRRG CO ABS:82,EOGRI,EOGRM,2013-04-15,ACTIVE,2011-02-01,2013-04-30,,,EAGLE FORD-1,,
1420100166801H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,KARNES,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,OPEILA A,016680,1H,SEC: BLK: SRV:HERNANDEZ ANDRES ABS:4,,ENTCO,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-1,,
142020P48856MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MATADOR PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,MATADOR PAWELEK ORCA 1H,,MULTI,SEC:136 BLK: SRV:HICKMAN BARTLETT ABS:35,,,,ACTIVE,2012-03-01,2013-03-31,,,EAGLE FORD,,
142020P49781MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PLAINS EXPLORATION & PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,FRANKE UNIT 2H,,MULTI,SEC: BLK: SRV:BUCKLEY DANIEL ABS:30,,,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-2,,
142020P50587MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,FRANKE-JOHNSON UNIT 2H,,MULTI,SEC: BLK: SRV:ODOM BRITTON ABS:220,,,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD,,
142020P50592MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MATADOR PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,MATADOR PAWELEK ORCA 2H,,MULTI,SEC:136 BLK: SRV:HICKMAN BARTLETT ABS:35,,,,ACTIVE,2012-06-01,2013-03-31,,,EAGLE FORD,,
142020P52662MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,EGBERT UNIT 2H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2012-09-01,2013-01-31,,,EAGLE FORD,,
142020P52664MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 3 7H,,MULTI,SEC:251 BLK: SRV:GARNER EDWARD ABS:129,,,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD,,
142020P52668MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 2 8H,,MULTI,SEC:603 BLK: SRV:KARNES CSL ABS:168,,,,ACTIVE,2012-09-01,2012-12-31,,,EAGLE FORD,,
142020P53196MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 1 11H,,MULTI,SEC: BLK: SRV:BROWN HENRY S ABS:32,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
142020P53206MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 1 10H,,MULTI,SEC: BLK: SRV:BROWN HENRY S ABS:32,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
142020P53212MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 1 16H,,MULTI,SEC: BLK: SRV:BROWN HENRY S ABS:32,,,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD,,
142020P54804MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MURPHY EXPLORATION & PRODUCTION CO-USA,EAGLEVILLE,EAGLE FORD,WHITFIELD EAST UNIT 2H,,MULTI,SEC: BLK: SRV:PICKET JOHN J ABS:227,,,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD-2,,
142020P55539MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PLAINS EXPLORATION & PRODUCTION COMPANY,EAGLEVILLE,EAGLE FORD,KOTARA-RIDLEY UNIT 5H,,MULTI,SEC: BLK: SRV:DAVIS JACKSON ABS:88,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-2,,
142020P55540MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 4 9H,,MULTI,SEC:603 BLK: SRV:KARNES CSL ABS:168,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-2,,
142020P55545MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 4 13H,,MULTI,SEC:603 BLK: SRV:KARNES CSL ABS:168,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-2,,
142020P55546MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,TURNBULL UNIT 4 12H,,MULTI,SEC:603 BLK: SRV:KARNES CSL ABS:168,,,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-2,,
142020P56287MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BROWN-DUPNIK B UNIT 1H,,MULTI,SEC: BLK: SRV:BRADBERRY JAMES ABS:24,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-2,,
142020P56309MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MURPHY EXPLORATION & PRODUCTION CO-USA,EAGLEVILLE,EAGLE FORD,HAZEL UNIT 2H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-2,,
142020P57244MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BEST-BEARD UNIT 2H,,MULTI,SEC: BLK: SRV:BRADBERRY JAMES ABS:24,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57245MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BEST-BEARD UNIT 3H,,MULTI,SEC: BLK: SRV:BRADBERRY JAMES ABS:24,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57246MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BEST-BEARD UNIT 4H,,MULTI,SEC: BLK: SRV:BRADBERRY JAMES ABS:24,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57251MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,SALGE-BUSSELMAN UNIT 5H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57252MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,SALGE-BUSSELMAN UNIT 2H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57253MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,SALGE-BUSSELMAN UNIT 3H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57259MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,RUTTER RANCH UNIT 1H,,MULTI,SEC: BLK: SRV:FLOWERS RICHARD ABS:114,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57261MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,SALGE-BUSSELMAN UNIT 4H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P57263MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,ADAMS-TIPTON UNIT 4H,,MULTI,SEC: BLK: SRV:AROCHA A ABS:16,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
142020P58436MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PETROHAWK OPERATING COMPANY,EAGLEVILLE,EAGLE FORD,DAVIS A 1H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58437MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PETROHAWK OPERATING COMPANY,EAGLEVILLE,EAGLE FORD,DAVIS A 3H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58438MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PETROHAWK OPERATING COMPANY,EAGLEVILLE,EAGLE FORD,GREAVES A  B  3H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58439MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PETROHAWK OPERATING COMPANY,EAGLEVILLE,EAGLE FORD,GREAVES A  B  5H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58441MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,PETROHAWK OPERATING COMPANY,EAGLEVILLE,EAGLE FORD,GALLO ROJO A 5H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58442MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BORIS 1H,,MULTI,SEC: BLK: SRV:MUSQUIZ RAMON ABS:7,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58443MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CARAWAY UNIT 1H,,MULTI,SEC: BLK: SRV:HUNTER WILLIAM ABS:137,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58444MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,MILLER-RIDOUT UNIT 3H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58445MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,MILLER-RIDOUT UNIT 4H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58446MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,PATTON UNIT 2H,,MULTI,SEC: BLK: SRV:CRAWFORD J B ABS:76,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58447MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,YOSKO-WITTE UNIT 1H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58448MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,YOSKO-WITTE UNIT 2H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58449MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,PATTON UNIT 1H,,MULTI,SEC: BLK: SRV:CRAWFORD J B ABS:76,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58450MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BEAM HEDTKE UNIT 1H,,MULTI,SEC:135 BLK: SRV:ORTON WILLIS ABS:221,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58451MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BEAM-HEDTKE UNIT 2H,,MULTI,SEC:135 BLK: SRV:ORTON WILLIS ABS:221,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58452MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,LUCILLE UNIT 1H,,MULTI,SEC:49 BLK: SRV:ROUNDS GEORGE ABS:248,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58453MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,ROGERS 1H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58454MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,KARNES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,ROGERS 2H,,MULTI,SEC: BLK: SRV:RUIZ FRANCISCO ABS:9,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P57320MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LAVACA,GULF COAST BASIN,SABINE OIL & GAS LLC,EAGLE,EAGLE FORD,OLSOVSKY UNIT 1H,,MULTI,SEC: BLK: SRV:DANIELS WILLIAMSON ABS:11,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD,,
142020P57321MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LAVACA,GULF COAST BASIN,PENN VIRGINIA OIL & GAS,EAGLEVILLE,EAGLE FORD,MARTINSEN UNIT 1H,,MULTI,SEC: BLK: SRV:ABERCROMBIE WILEY A ABS:68,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD,,
142020P58513MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LAVACA,GULF COAST BASIN,PENN VIRGINIA OIL & GAS,EAGLEVILLE,EAGLE FORD,FOJTIK UNIT 1H,,MULTI,SEC: BLK: SRV:SOY PATRICK ABS:411,,,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD,,
142020P58514MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LAVACA,GULF COAST BASIN,PENN VIRGINIA OIL & GAS,EAGLEVILLE,EAGLE FORD,OTHOLD UNIT 1H,,MULTI,SEC: BLK: SRV:TOBY THOMAS ABS:460,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD,,
142020P58515MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LAVACA,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,SHINER UNIT A 1H,,MULTI,SEC: BLK: SRV:LOCKHART BYRD ABS:26,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
142020P58516MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LAVACA,GULF COAST BASIN,PENN VIRGINIA OIL & GAS,EAGLEVILLE,EAGLE FORD,HINZE UNIT 1H,,MULTI,SEC: BLK: SRV:SMOTHERS ARCHIBALD ABS:50,,,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD,,
1420500039143H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 05,LEON,EAST TEXAS BASIN,RIPPY OIL COMPANY,AGUILA VADO,EAGLE FORD,SIMMS,003914,3H,SEC: BLK: SRV:BENNETT CHARLES ABS:1214,,EASTC,,ACTIVE,2009-12-01,2013-04-30,,,EAGLE FORD,,
1420500039522H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 05,LEON,EAST TEXAS BASIN,RIPPY OIL COMPANY,AGUILA VADO,EAGLE FORD,EASTERLING,003952,2H,SEC: BLK: SRV:PENN ALFRED ABS:700,,EASTC,,ACTIVE,2010-10-01,2013-04-30,,,EAGLE FORD,,
1420500039731H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 05,LEON,EAST TEXAS BASIN,EOG RESOURCES INCORPORATED,AGUILA VADO,EAGLE FORD,DONAHO UNIT,003973,1H,SEC: BLK: SRV:LESTER STEPHEN ABS:516,,SUNOC,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD,,
142050P40547MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 05,LEON,EAST TEXAS BASIN,RIPPY OIL COMPANY,AGUILA VADO,EAGLE FORD,SMITH T C 2H,,MULTI,SEC: BLK: SRV:SIMMS HILLIARD ABS:845,,,,ACTIVE,2011-02-01,2013-04-30,,,EAGLE FORD,,
142010016551B  1H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LIVE OAK,GULF COAST BASIN,TALISMAN ENERGY USA INCORPORATED,EAGLEVILLE,EAGLE FORD,LARK RANCH,016551,B  1H,SEC:74 BLK: SRV:SCUGHAM EDWARD W B ABS:37,,,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100165811H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,LIVE OAK,GULF COAST BASIN,PETROHAWK OPERATING COMPANY,EAGLEVILLE,EAGLE FORD,HAUGLUM A,016581,1H,SEC:522 BLK: SRV:AMMONS IB ABS:730,ENTPO,PLAML,2013-04-15,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-1,,
