Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,Hole Direction,Unit Well Number,Depth Total Maximum,Perforation Upper,Perforation Lower,Status Prod Current Name,Surface Latitude,Surface Longitude,Surface LL Source,Type Name,Date Completion,Date Abandonment,Play Name,Play Type
242010267220,PI,WELL,G,WOOD UNIT 1,1H,42311347790000,267220,HORIZONTAL,1,19270,,,ACTIVE,+28.42865, -98.38814,TS,ACTIVE PRODUCING-GENERAL,2012-04-03,,,
242010267229,PI,WELL,G,RANCHO LAGO VISTA,3H,42311348020000,267229,HORIZONTAL,1,18634,12725,18559,ACTIVE,+28.26854, -98.65434,TS,ACTIVE PRODUCING-GENERAL,2012-04-14,,,
242010267240,PI,WELL,G,FORREST WHEELER B,2H,42311347540000,267240,HORIZONTAL,1,17155,12222,17071,ACTIVE,+28.38157, -98.61283,TS,ACTIVE PRODUCING-GENERAL,2012-07-11,,,
242010267256,PI,WELL,G,GLASS UNIT 1,1H,42311347850000,267256,HORIZONTAL,1,17845,13233,17773,ACTIVE,+28.43874, -98.37777,TS,ACTIVE PRODUCING-GENERAL,2012-12-07,,,
242010267349,PI,WELL,G,MCCLAUGHERTY,121A,42311344580000,267349,HORIZONTAL,1,16280,11800,16205,ACTIVE,+28.40036, -98.51092,TS,ACTIVE PRODUCING-GENERAL,2011-07-12,,,
242010267466,PI,WELL,G,FORREST WHEELER B,1H,42311347470000,267466,HORIZONTAL,1,17230,11998,17049,ACTIVE,+28.38157, -98.61289,TS,ACTIVE PRODUCING-GENERAL,2012-07-10,,,
242010267484,PI,WELL,G,STS C,6H,42311346940000,267484,HORIZONTAL,1,17284,11566,17217,ACTIVE,+28.34826, -98.75192,TS,ACTIVE PRODUCING-GENERAL,2012-09-15,,,
242010267488,PI,WELL,G,WHEELER 7,1H,42311348910000,267488,HORIZONTAL,1,18595,13379,18531,ACTIVE,+28.35708, -98.43785,TS,ACTIVE PRODUCING-GENERAL,2012-08-22,,,
242010267682,PI,WELL,G,FORREST WHEELER,2H,42311348340000,267682,HORIZONTAL,1,17611,12382,17534,ACTIVE,+28.38097, -98.57476,TS,ACTIVE PRODUCING-GENERAL,2012-09-14,,,
242010267731,PI,WELL,G,RICK DAY UNIT 1,1H,42311348350000,267731,HORIZONTAL,1,19367,16863,19261,ACTIVE,+28.43893, -98.36430,TS,ACTIVE PRODUCING-GENERAL,2012-08-08,,,
242010267738,PI,WELL,G,MAUPIN UNIT 1,1H,42311349270000,267738,HORIZONTAL,1,17996,13173,17829,ACTIVE,+28.42994, -98.39280,TS,ACTIVE PRODUCING-GENERAL,2012-07-17,,,
242010267739,PI,WELL,G,EDWARDS,4H,42311345320000,267739,HORIZONTAL,1,16169,,,ACTIVE,+28.36902, -98.64661,TS,ACTIVE PRODUCING-GENERAL,2012-05-30,,,
242010267740,PI,WELL,G,WHEELER 2,1H,42311349010000,267740,HORIZONTAL,1,18109,13070,18020,ACTIVE,+28.41698, -98.43760,TS,ACTIVE PRODUCING-GENERAL,2012-09-11,,,
242010267768,PI,WELL,G,KOCIAN UNIT 2,1H,42311348920000,267768,HORIZONTAL,1,18275,,,ACTIVE,+28.44537, -98.34907,TS,ACTIVE PRODUCING-GENERAL,2012-07-21,,,
242010267837,PI,WELL,G,LONE STAR UNIT 1,1H,42311348690000,267837,HORIZONTAL,1,18015,13146,17944,ACTIVE,+28.44556, -98.34966,TS,ACTIVE PRODUCING-GENERAL,2012-06-10,,,
242010267907,PI,WELL,G,EDWARDS B,3H,42311346930000,267907,HORIZONTAL,1,17843,,,ACTIVE,+28.35023, -98.62853,TS,ACTIVE PRODUCING-GENERAL,2012-04-28,,,
242010267910,PI,WELL,G,GENTRY,5H,42311349150000,267910,HORIZONTAL,1,19426,13551,19287,ACTIVE,+28.40333, -98.36306,TS,ACTIVE PRODUCING-GENERAL,2012-08-04,,,
242010267929,PI,WELL,G,GENTRY,3H,42311348220000,267929,HORIZONTAL,1,18544,13424,18475,ACTIVE,+28.40825, -98.37629,TS,ACTIVE PRODUCING-GENERAL,2012-09-26,,,
242010268143,PI,WELL,G,KOCIAN UNIT 1,1H,42311348320000,268143,HORIZONTAL,1,19024,,,ACTIVE,+28.44936, -98.35352,TS,ACTIVE PRODUCING-GENERAL,2012-06-05,,,
242010268144,PI,WELL,G,WHEELER MCTEE,2H,42311349090000,268144,HORIZONTAL,1,17334,12832,17178,ACTIVE,+28.34313, -98.54078,TS,ACTIVE PRODUCING-GENERAL,2012-08-19,,,
242010268146,PI,WELL,G,GENTRY,13H,42311348970000,268146,HORIZONTAL,1,19785,13531,19631,ACTIVE,+28.40825, -98.37567,TS,ACTIVE PRODUCING-GENERAL,2012-07-09,,,
242010268147,PI,WELL,G,FORREST WHEELER,3H,42311350000000,268147,HORIZONTAL,1,16536,,,ACTIVE,+28.39629, -98.58773,TS,ACTIVE PRODUCING-GENERAL,2012-07-29,,,
242010268148,PI,WELL,G,GLADYS WHEELER,1H,42311349780000,268148,HORIZONTAL,1,18310,12059,18238,ACTIVE,+28.39593, -98.53905,TS,ACTIVE PRODUCING-GENERAL,2012-09-23,,,
242010268152,PI,WELL,G,GENTRY,18H,42311348980000,268152,HORIZONTAL,1,18653,,,ACTIVE,+28.40643, -98.36852,TS,ACTIVE PRODUCING-GENERAL,2012-07-19,,,
242010268153,PI,WELL,G,GENTRY,2H,42311348030000,268153,HORIZONTAL,1,19445,13429,19379,ACTIVE,+28.40944, -98.38905,TS,ACTIVE PRODUCING-GENERAL,2012-10-28,,,
242010268267,PI,WELL,G,BRACKEN R A,A3H,42311346650000,268267,VERTICAL,1,,12175,17251,ACTIVE,+28.37161, -98.51952,TS,ACTIVE PRODUCING-GENERAL,2012-03-12,,,
242010268355,PI,WELL,G,GENTRY,4H,42311349070000,268355,VERTICAL,1,,13510,18138,ACTIVE,+28.40644, -98.36856,TS,ACTIVE PRODUCING-GENERAL,2012-10-12,,,
242010268356,PI,WELL,G,GENTRY,6H,42311349170000,268356,VERTICAL,1,,13552,18003,ACTIVE,+28.40426, -98.35681,TS,ACTIVE PRODUCING-GENERAL,2012-10-20,,,
242010268357,PI,WELL,G,GENTRY,29H,42311348960000,268357,VERTICAL,1,,,,ACTIVE,+28.40645, -98.36861,TS,ACTIVE PRODUCING-GENERAL,2012-08-14,,,
242010268411,PI,WELL,G,KAREN WHEELER,2H,42311348950000,268411,VERTICAL,1,,,,ACTIVE,+28.34366, -98.53423,TS,ACTIVE PRODUCING-GENERAL,2012-08-08,,,
242010268437,PI,WELL,G,ZAVISCH NORTH,1H,42311348650000,268437,VERTICAL,1,,,,ACTIVE,+28.40718, -98.44589,TS,ACTIVE PRODUCING-GENERAL,2012-07-10,,,
242010268484,PI,WELL,G,DILWORTH,5H,42311349220000,268484,VERTICAL,1,,,,ACTIVE,+28.36886, -98.66784,TS,ACTIVE PRODUCING-GENERAL,2012-07-22,,,
242010268497,PI,WELL,G,SCARBOROUGH,1H,42311349480000,268497,VERTICAL,1,,,,ACTIVE,+28.43165, -98.35648,TS,ACTIVE PRODUCING-GENERAL,2012-08-10,,,
242010P47603,PI,WELL,G,BRACKEN R A A3H,A3H,42311346650100,,HORIZONTAL,1,17395,12175,17251,ACTIVE,+28.37161, -98.51952,TS,ACTIVE PRODUCING-GENERAL,2012-03-24,,,
242010P52051,PI,WELL,G,RICK DAY UNIT 1,1H,42311348350000,,HORIZONTAL,1,19367,16863,19261,ACTIVE,+28.43893, -98.36430,TS,ACTIVE PRODUCING-GENERAL,2012-08-30,,,
242010P52738,PI,WELL,G,WHEELER 2,1H,42311349010000,,HORIZONTAL,1,18109,13070,18020,ACTIVE,+28.41698, -98.43760,TS,ACTIVE PRODUCING-GENERAL,2012-09-19,,,
242010P53266,PI,WELL,G,LARRY MILES,1H,42311346280000,,HORIZONTAL,1,18108,13744,17904,ACTIVE,+28.21954, -98.64433,TS,ACTIVE PRODUCING-GENERAL,2012-09-24,,,
242010P53956,PI,WELL,G,MAUPIN UNIT 1,1H,42311349270000,,HORIZONTAL,1,17996,13173,17829,ACTIVE,+28.42994, -98.39280,TS,ACTIVE PRODUCING-GENERAL,2012-11-11,,,
242010P53957,PI,WELL,G,GENTRY,12H,42311350150000,,HORIZONTAL,1,18531,,,ACTIVE,+28.42189, -98.33823,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P53959,PI,WELL,G,GENTRY,8H,42311348780000,,HORIZONTAL,1,18960,,,ACTIVE,+28.41058, -98.38641,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P53960,PI,WELL,G,FORREST WHEELER,3H,42311350000000,,HORIZONTAL,1,16536,,,ACTIVE,+28.39629, -98.58773,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54896,PI,WELL,G,HOUSE UNIT 1,1H,42311347810000,,HORIZONTAL,1,16692,,,ACTIVE,+28.44936, -98.35414,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54898,PI,WELL,G,KOCIAN UNIT 1,1H,42311348320000,,HORIZONTAL,1,19024,,,ACTIVE,+28.44936, -98.35352,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54904,PI,WELL,G,KAREN WHEELER,2H,42311348950000,,HORIZONTAL,1,18497,,,ACTIVE,+28.34366, -98.53423,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54905,PI,WELL,G,WHEELER MCTEE,2H,42311349090000,,HORIZONTAL,1,17334,12832,17178,ACTIVE,+28.34313, -98.54078,TS,ACTIVE PRODUCING-GENERAL,2012-12-06,,,
242010P54911,PI,WELL,G,SCARBOROUGH UNIT,1H,42311349480000,,HORIZONTAL,1,18081,,,ACTIVE,+28.43165, -98.35648,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54912,PI,WELL,G,FORREST WHEEER B,3H,42311349810000,,HORIZONTAL,1,16945,,,ACTIVE,+28.38209, -98.60408,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54913,PI,WELL,G,RANCHO LAGO VISTA,4H,42311349990000,,HORIZONTAL,1,18125,,,ACTIVE,+28.27033, -98.65434,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P54914,PI,WELL,G,FORREST WHEEER B,4H,42311350170000,,HORIZONTAL,1,17237,,,ACTIVE,+28.38154, -98.60409,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P56431,PI,WELL,G,ZAVISCH NORTH,1H,42311348650000,,HORIZONTAL,1,19030,,,ACTIVE,+28.40718, -98.44589,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P56453,PI,WELL,G,ZAVISCH SOUTH,1H,42311350320000,,HORIZONTAL,1,21033,,,ACTIVE,+28.34996, -98.42059,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P56455,PI,WELL,G,ZAVISCH NORTH UNIT 1,1H,42311350540000,,HORIZONTAL,1,19175,,,ACTIVE,+28.40580, -98.45604,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P56456,PI,WELL,G,ZAVISCH NORTH UNIT 2,1H,42311350550000,,HORIZONTAL,1,19153,,,ACTIVE,+28.40580, -98.45597,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P57388,PI,WELL,G,RYAN,4H,42311351340000,,HORIZONTAL,1,19038,,,ACTIVE,+28.35746, -98.37403,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58576,PI,WELL,G,DILWORTH,5H,42311349220000,,HORIZONTAL,1,16977,,,ACTIVE,+28.36886, -98.66784,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58586,PI,WELL,G,DILWORTH,15H,42311351020000,,HORIZONTAL,1,18760,,,ACTIVE,+28.36874, -98.67953,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58587,PI,WELL,G,DILWORTH,14H,42311351040000,,HORIZONTAL,1,18804,,,ACTIVE,+28.36874, -98.67958,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58588,PI,WELL,G,DILWORTH,16H,42311351050000,,HORIZONTAL,1,18599,,,ACTIVE,+28.36874, -98.67948,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58589,PI,WELL,G,DONNELL 457,2H,42311351180000,,HORIZONTAL,1,17270,,,ACTIVE,+28.37954, -98.62888,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58590,PI,WELL,G,WHIPPLE A,2H,42311351260000,,HORIZONTAL,1,16360,,,ACTIVE,+28.32025, -98.65748,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58591,PI,WELL,G,RYAN 1795,3H,42311351330000,,HORIZONTAL,1,17775,,,ACTIVE,+28.35846, -98.36321,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58594,PI,WELL,G,FORREST WHEELER,4H,42311351560000,,HORIZONTAL,1,17010,,,ACTIVE,+28.39606, -98.59307,TS,ACTIVE PRODUCING-GENERAL,,,,
242010P58599,PI,WELL,G,NAYLOR JONES B,1H,42311352000000,,HORIZONTAL,1,17324,10913,17205,ACTIVE,+28.42997, -98.72391,TS,ACTIVE PRODUCING-GENERAL,2013-05-03,,,
242020259979,PI,WELL,G,DOUGLAS 01,01H,42255316790000,259979,HORIZONTAL,1,17140,13560,16992,ACTIVE,+28.87935, -97.73914,TS,ACTIVE PRODUCING-GENERAL,2010-09-01,,,
242020260033,PI,WELL,G,SPEAR REYNOLDS UNIT A,1,42255317140000,260033,HORIZONTAL,1,18247,13865,18018,ACTIVE,+28.90046, -97.79311,TS,ACTIVE PRODUCING-GENERAL,2010-11-29,,,
242020260243,PI,WELL,G,REGMUND GAS UNIT 1,1,42255317610000,260243,HORIZONTAL,1,17930,13396,17842,ACTIVE,+28.74093, -97.94674,TS,ACTIVE PRODUCING-GENERAL,2011-06-29,,,
242020260295,PI,WELL,G,KIRK 01,01H,42255318050000,260295,HORIZONTAL,1,19201,13610,19050,ACTIVE,+28.91280, -97.67883,TS,ACTIVE PRODUCING-GENERAL,2011-04-11,,,
242020260301,PI,WELL,G,DAVIS UNIT,1,42255317240000,260301,HORIZONTAL,1,17619,13119,17300,ACTIVE,+28.86737, -97.83934,TS,ACTIVE PRODUCING-GENERAL,2011-01-13,,,
242020260304,PI,WELL,G,MIXON UNIT A,1,42255317560000,260304,HORIZONTAL,1,17988,12914,17800,ACTIVE,+28.86148, -97.85715,TS,ACTIVE PRODUCING-GENERAL,2011-04-01,,,
242020260314,PI,WELL,G,DIRECT ASSETS UNIT,1H,42255317210000,260314,HORIZONTAL,1,17607,11880,17594,ACTIVE,+28.79477, -97.97198,TS,ACTIVE PRODUCING-GENERAL,2011-01-24,,,
242020260384,PI,WELL,G,RANEY 01,01H,42255317160000,260384,HORIZONTAL,1,17392,13330,17236,ACTIVE,+28.75727, -97.84621,TS,ACTIVE PRODUCING-GENERAL,2010-11-20,,,
242020260386,PI,WELL,G,HYDE 01,01H,42255317490000,260386,HORIZONTAL,1,17525,12900,17382,ACTIVE,+28.80820, -97.87503,TS,ACTIVE PRODUCING-GENERAL,2011-03-06,,,
242020260388,PI,WELL,G,JOHNSON TRUST 01,01H,42255317370000,260388,HORIZONTAL,1,18402,12930,17970,ACTIVE,+28.77420, -97.88177,TS,ACTIVE PRODUCING-GENERAL,2011-04-22,,,
242020260389,PI,WELL,G,URRUTIA UNIT,1H,42255317310000,260389,HORIZONTAL,1,17380,12875,17257,ACTIVE,+28.81229, -97.93779,TS,ACTIVE PRODUCING-GENERAL,2010-12-10,,,
242020260390,PI,WELL,G,SCHULTE,1,42255317000100,260390,HORIZONTAL,1,16659,12970,16350,ACTIVE,+28.83576, -97.87508,TS,ACTIVE PRODUCING-GENERAL,2010-10-18,,,
242020260701,PI,WELL,G,YANTA CATTLE CO A-288,1,42255317190000,260701,HORIZONTAL,1,17400,13475,17207,ACTIVE,+28.92675, -97.73245,TS,ACTIVE PRODUCING-GENERAL,2010-09-20,,,
242020260956,PI,WELL,G,EARNEST GAS UNIT 1,2,42255316940000,260956,HORIZONTAL,1,17436,13701,17361,ACTIVE,+28.89239, -97.67273,TS,ACTIVE PRODUCING-GENERAL,2010-11-02,,,
242020261062,PI,WELL,G,CROW A,1H,42255317700000,261062,HORIZONTAL,1,17847,13395,17773,ACTIVE,+28.94705, -97.70996,TS,ACTIVE PRODUCING-GENERAL,2011-03-01,,,
242020261242,PI,WELL,G,HOLLMAN UNIT,1H,42255318210000,261242,HORIZONTAL,1,17570,12380,17444,ACTIVE,+28.78749, -97.97658,TS,ACTIVE PRODUCING-GENERAL,2011-02-13,,,
242020261735,PI,WELL,G,REYNOLDS GAS UNIT,1H,42255317360000,261735,HORIZONTAL,1,18650,13210,18456,ACTIVE,+28.91376, -97.77282,TS,ACTIVE PRODUCING-GENERAL,2011-05-09,,,
242020261900,PI,WELL,G,YANTA CENTRAL,2,42255318290000,261900,HORIZONTAL,1,17815,13312,17606,ACTIVE,+28.94099, -97.77391,TS,ACTIVE PRODUCING-GENERAL,2011-06-29,,,
242020262069,PI,WELL,G,REGMUND FAMILY TRUST GAS UNIT 1,1,42255317780000,262069,HORIZONTAL,1,18150,13221,18061,ACTIVE,+28.75429, -97.94814,TS,ACTIVE PRODUCING-GENERAL,2011-05-22,,,
242020262109,PI,WELL,G,SIENKIEWICS UNIT,1H,42255317750000,262109,HORIZONTAL,1,18315,12600,18190,ACTIVE,+28.83964, -97.91100,TS,ACTIVE PRODUCING-GENERAL,2010-12-18,,,
242020262174,PI,WELL,G,YANTA CENTRAL,1,42255318200100,262174,HORIZONTAL,1,17937,13447,17741,ACTIVE,+28.94010, -97.75945,TS,ACTIVE PRODUCING-GENERAL,2011-06-25,,,
242020263529,PI,WELL,G,REIMAN FAMILY TRUST UNIT A,1,42255317930000,263529,HORIZONTAL,1,17650,13269,17443,INACTIVE,+28.93310, -97.76817,TS,ABANDONED-GENERAL,2011-01-31,,,
242020263530,PI,WELL,G,RIDLEY 01,01H,42255318710000,263530,HORIZONTAL,1,18870,13050,18722,ACTIVE,+28.89618, -97.77115,TS,ACTIVE PRODUCING-GENERAL,2011-07-06,,,
242020263546,PI,WELL,G,OWENS UNIT A,1,42255318800000,263546,HORIZONTAL,1,18582,13389,18365,ACTIVE,+28.87717, -97.80824,TS,ACTIVE PRODUCING-GENERAL,2012-06-06,,,
242020263548,PI,WELL,G,MATULA GAS UNIT 1,1,42255319810000,263548,HORIZONTAL,1,17348,13550,17236,ACTIVE,+28.87907, -97.69060,TS,ACTIVE PRODUCING-GENERAL,2011-09-05,,,
242020263665,PI,WELL,G,LOVE UNIT,1H,42255320780100,263665,HORIZONTAL,1,17136,12710,16992,ACTIVE,+28.85843, -97.91492,TS,ACTIVE PRODUCING-GENERAL,2012-04-28,,,
242020263666,PI,WELL,G,LOVE UNIT,2H,42255320820000,263666,HORIZONTAL,1,17242,12710,16992,ACTIVE,+28.85843, -97.91500,TS,ACTIVE PRODUCING-GENERAL,2012-04-28,,,
242020263785,PI,WELL,G,A VAUGHN UNIT A,1,42255319310000,263785,HORIZONTAL,1,18230,13394,17984,ACTIVE,+28.92549, -97.75692,TS,ACTIVE PRODUCING-GENERAL,2011-11-02,,,
242020264095,PI,WELL,G,BARBOZA UNIT,1H,42255317980000,264095,HORIZONTAL,1,17929,12670,17804,ACTIVE,+28.81651, -97.90812,TS,ACTIVE PRODUCING-GENERAL,2011-04-14,,,
242020264360,PI,WELL,G,HAILEY L B UNIT,2H,42255318830000,264360,HORIZONTAL,1,17532,12919,17388,ACTIVE,+28.81517, -97.90547,TS,ACTIVE PRODUCING-GENERAL,2011-06-22,,,
242020264506,PI,WELL,G,HAILEY L B UNIT,1H,42255318820000,264506,HORIZONTAL,1,18246,12805,18101,ACTIVE,+28.81520, -97.90538,TS,ACTIVE PRODUCING-GENERAL,2011-05-10,,,
242020264723,PI,WELL,G,MOY UNIT A,1,42255319070000,264723,HORIZONTAL,1,18600,13250,18375,ACTIVE,+28.91909, -97.76897,TS,ACTIVE PRODUCING-GENERAL,2011-09-03,,,
242020264872,PI,WELL,G,KRANER UNIT,1H,42255318670000,264872,HORIZONTAL,1,18683,12920,18591,ACTIVE,+28.77038, -97.96488,TS,ACTIVE PRODUCING-GENERAL,2011-06-04,,,
242020264927,PI,WELL,G,KRANER UNIT B,1H,42255322390000,264927,HORIZONTAL,1,18525,12783,18396,ACTIVE,+28.77396, -97.95570,TS,ACTIVE PRODUCING-GENERAL,2012-03-22,,,
242020264995,PI,WELL,G,GUS TIPS GAS UNIT 1,C1H,42255321020000,264995,HORIZONTAL,1,17267,13550,16836,ACTIVE,+28.87878, -97.69321,TS,ACTIVE PRODUCING-GENERAL,2011-11-15,,,
242020265037,PI,WELL,G,FOSTER UNIT,1H,42255317900000,265037,HORIZONTAL,1,18333,12654,17204,ACTIVE,+28.81191, -97.91634,TS,ACTIVE PRODUCING-GENERAL,2011-03-28,,,
242020265064,PI,WELL,G,KENEDY JONES UNIT,1H,42255317810000,265064,HORIZONTAL,1,16140,12750,15974,ACTIVE,+28.79323, -97.86680,TS,ACTIVE PRODUCING-GENERAL,2010-12-27,,,
242020265092,PI,WELL,G,WESSENDORFF GAS UNIT 5,2,42255316920000,265092,HORIZONTAL,1,17660,13675,17570,ACTIVE,+28.83166, -97.78846,TS,ACTIVE PRODUCING-GENERAL,2011-04-27,,,
242020265096,PI,WELL,G,STOLTE GAS UNIT 1,1,42255318060000,265096,HORIZONTAL,1,17800,12870,17700,ACTIVE,+28.74463, -97.95674,TS,ACTIVE PRODUCING-GENERAL,2011-08-08,,,
242020265354,PI,WELL,G,PMT UNIT,1H,42255317970000,265354,HORIZONTAL,1,18200,13275,17854,ACTIVE,+28.72951, -97.98140,TS,ACTIVE PRODUCING-GENERAL,2011-04-25,,,
242020265430,PI,WELL,G,MCALISTER UNIT,1H,42255319320000,265430,HORIZONTAL,1,17451,12722,17303,ACTIVE,+28.82758, -97.89283,TS,ACTIVE PRODUCING-GENERAL,2011-10-05,,,
242020265431,PI,WELL,G,MCALISTER UNIT,4H,42255321720000,265431,HORIZONTAL,1,16718,12841,16500,ACTIVE,+28.82471, -97.90001,TS,ACTIVE PRODUCING-GENERAL,2012-03-01,,,
242020265472,PI,WELL,G,WILLEKE UNIT A,1,42255318680000,265472,HORIZONTAL,1,18285,13792,18078,ACTIVE,+28.95394, -97.71832,TS,ACTIVE PRODUCING-GENERAL,2012-06-20,,,
242020265657,PI,WELL,G,MENSIK 01,01H,42255319480000,265657,HORIZONTAL,1,17556,13010,17382,ACTIVE,+28.84544, -97.82804,TS,ACTIVE PRODUCING-GENERAL,2011-11-12,,,
242020265799,PI,WELL,G,KOWALIK 228-1R,1H,42255316900000,265799,HORIZONTAL,1,18132,14280,17444,ACTIVE,+28.78875, -98.02336,TS,ACTIVE PRODUCING-GENERAL,2010-11-20,,,
242020265820,PI,WELL,G,KRANER UNIT B,2H,42255322810000,265820,HORIZONTAL,1,18450,12867,17451,ACTIVE,+28.77394, -97.95576,TS,ACTIVE PRODUCING-GENERAL,2012-03-22,,,
242020266110,PI,WELL,G,CROW A,2H,42255323430200,266110,HORIZONTAL,1,18369,13707,18275,ACTIVE,+28.94929, -97.70985,TS,ACTIVE PRODUCING-GENERAL,2012-10-14,,,
242020266115,PI,WELL,G,CHOATE 01,01H,42255319570000,266115,HORIZONTAL,1,18980,13150,18822,ACTIVE,+28.87748, -97.76116,TS,ACTIVE PRODUCING-GENERAL,2011-11-26,,,
242020266116,PI,WELL,G,OLSON-ESSE UNIT,1H,42255323240000,266116,HORIZONTAL,1,18877,12968,18768,ACTIVE,+28.71710, -97.99643,TS,ACTIVE PRODUCING-GENERAL,2012-05-24,,,
242020266118,PI,WELL,G,DAVILA UNIT,2H,42255324980000,266118,HORIZONTAL,1,18035,13076,17863,ACTIVE,+28.75141, -97.98628,TS,ACTIVE PRODUCING-GENERAL,2012-07-26,,,
242020266140,PI,WELL,G,WESSENDORFF GAS UNIT 6,B1H,42255317100000,266140,HORIZONTAL,1,19494,13345,19369,ACTIVE,+28.84434, -97.75651,TS,ACTIVE PRODUCING-GENERAL,2011-11-22,,,
242020266141,PI,WELL,G,EYHORN GAS UNIT 1,C2H,42255320930000,266141,HORIZONTAL,1,17747,13565,17610,ACTIVE,+28.89940, -97.67708,TS,ACTIVE PRODUCING-GENERAL,2012-01-10,,,
242020266143,PI,WELL,G,JANSSEN GAS UNIT 1,1,42255317770000,266143,HORIZONTAL,1,18300,12795,18079,ACTIVE,+28.76608, -97.93599,TS,ACTIVE PRODUCING-GENERAL,2011-11-13,,,
242020266144,PI,WELL,G,JANSSEN GAS UNIT 1,A2H,42255320560000,266144,HORIZONTAL,1,17984,12850,17761,ACTIVE,+28.76614, -97.93595,TS,ACTIVE PRODUCING-GENERAL,2011-11-15,,,
242020266145,PI,WELL,G,RUNGE TOWN SITE GAS UNIT 1,1,42255321710000,266145,HORIZONTAL,1,18671,13727,18376,ACTIVE,+28.87508, -97.70770,TS,ACTIVE PRODUCING-GENERAL,2012-03-25,,,
242020266221,PI,WELL,G,DEBILL 01,01H,42255319620000,266221,HORIZONTAL,1,19231,13380,19052,ACTIVE,+28.92027, -97.70480,TS,ACTIVE PRODUCING-GENERAL,2011-12-19,,,
242020266266,PI,WELL,G,WOLFF UNIT A,1,42255320500000,266266,HORIZONTAL,1,16879,13198,16709,ACTIVE,+28.70208, -98.00733,TS,ACTIVE PRODUCING-GENERAL,2012-05-02,,,
242020266362,PI,WELL,G,FORSHAGE-HOWELL UNIT,2H,42255324660000,266362,HORIZONTAL,1,18280,13005,18169,ACTIVE,+28.74779, -97.97992,TS,ACTIVE PRODUCING-GENERAL,2012-07-29,,,
242020266388,PI,WELL,G,DOUGLAS 01,02H,42255321780000,266388,HORIZONTAL,1,18065,13449,17871,ACTIVE,+28.87781, -97.74024,TS,ACTIVE PRODUCING-GENERAL,2012-02-25,,,
242020266426,PI,WELL,G,LISKA 01,01H,42255320680000,266426,HORIZONTAL,1,18049,13420,17903,ACTIVE,+28.92583, -97.72517,TS,ACTIVE PRODUCING-GENERAL,2011-11-09,,,
242020266458,PI,WELL,G,NEWBERRY 01,01H,42255322160000,266458,HORIZONTAL,1,18301,13590,17902,ACTIVE,+28.74708, -97.85254,TS,ACTIVE PRODUCING-GENERAL,2012-02-29,,,
242020266477,PI,WELL,G,OETKEN 01,01H,42255319490000,266477,HORIZONTAL,1,20087,13550,19953,ACTIVE,+28.89208, -97.70401,TS,ACTIVE PRODUCING-GENERAL,2011-09-23,,,
242020266584,PI,WELL,G,RIDLEY FARMS 01,01H,42255320210000,266584,HORIZONTAL,1,17075,13470,16903,ACTIVE,+28.87578, -97.74384,TS,ACTIVE PRODUCING-GENERAL,2011-09-03,,,
242020266586,PI,WELL,G,RIDLEY FARMS 01,02H,42255322430000,266586,HORIZONTAL,1,17303,13425,17160,ACTIVE,+28.87540, -97.74265,TS,ACTIVE PRODUCING-GENERAL,2012-03-22,,,
242020266590,PI,WELL,G,RUTH CARSON 01,01H,42255321310000,266590,HORIZONTAL,1,17517,13050,17332,ACTIVE,+28.73475, -97.92257,TS,ACTIVE PRODUCING-GENERAL,2012-02-08,,,
242020266591,PI,WELL,G,SCHENDEL 01,01H,42255320430000,266591,HORIZONTAL,1,18294,13520,17812,ACTIVE,+28.88436, -97.72791,TS,ACTIVE PRODUCING-GENERAL,2011-11-21,,,
242020266599,PI,WELL,G,SCHENDEL 02,01H,42255320380000,266599,HORIZONTAL,1,19570,13277,19439,ACTIVE,+28.88360, -97.75392,TS,ACTIVE PRODUCING-GENERAL,2012-01-10,,,
242020266604,PI,WELL,G,SIPPEL 01,01H,42255320740000,266604,HORIZONTAL,1,17320,13100,17161,ACTIVE,+28.73389, -97.96230,TS,ACTIVE PRODUCING-GENERAL,2011-12-01,,,
