Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,Hole Direction,Unit Well Number,Depth Total Maximum,Perforation Upper,Perforation Lower,Status Prod Current Name,Surface Latitude,Surface Longitude,Surface LL Source,Type Name,Date Completion,Date Abandonment,Play Name,Play Type
242010250616,PI,WELL,G,TARTT EMMA ET AL,16,42013342210001,250616,VERTICAL,1,10850,10240,10290,INACTIVE,+28.79860, -98.17931,TS,SHUT IN-GENERAL,2009-01-27,,,
242010264109,PI,WELL,G,JUPE A,1H,42013343820000,264109,HORIZONTAL,1,15770,8565,15666,INACTIVE,+28.75636, -98.67409,TS,SHUT IN-GENERAL,2011-08-14,,,
242030236190,PI,WELL,G,SANTE FE A,2,42051324200001,236190,VERTICAL,1,10495,10320,10430,ACTIVE,+30.37100, -96.50385,TS,ACTIVE PRODUCING-GENERAL,2008-03-05,,,
242030241432,PI,WELL,G,SANTA FE A,1,42051314870001,241432,VERTICAL,1,10495,10290,10410,ACTIVE,+30.37070, -96.50855,TS,ACTIVE PRODUCING-GENERAL,2008-03-17,,,
242030242983,PI,WELL,G,BOULDEN F,1,42051317330001,242983,VERTICAL,1,10180,9940,10006,ACTIVE,+30.41904, -96.48243,TS,ACTIVE PRODUCING-GENERAL,2008-09-21,,,
21706130266020720502,PI,ALLOCATED,G,INTERNATIONAL PAPER CO 30,002,17085217740000,207205,VERTICAL,1,3800,3354,3360,INACTIVE,+31.62424, -93.49469,TS,ABANDONED-GENERAL,,,,
21706130266020720503,PI,ALLOCATED,G,INTERNATIONAL PAPER CO 30,002,17085217740000,207205,VERTICAL,1,3800,3354,3360,ACTIVE,+31.62424, -93.49469,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P58043MULTIWELL01,PI,ALLOCATED,O,RANKIN ETAL 142,MULTI,42107314790000,,VERTICAL,1,,,,ACTIVE,+33.52768, -101.47479,TS,ACTIVE PRODUCING-GENERAL,,,,
1420200095971,PI,ALLOCATED,O,SCHENDEL A-303,1,42123323550000,,HORIZONTAL,1,17515,12877,13003,ACTIVE,+29.01233, -97.71304,TS,ACTIVE PRODUCING-GENERAL,2010-11-03,,,
1420200095972,PI,ALLOCATED,O,SCHENDEL A-303,2,42123323740000,,HORIZONTAL,1,17806,12827,13078,ACTIVE,+29.02145, -97.71313,TS,ACTIVE PRODUCING-GENERAL,2011-02-01,,,
1420200096211 H,PI,ALLOCATED,O,D & S,1 H,42123323440000,,HORIZONTAL,1,16687,13033,13257,INACTIVE,+29.02998, -97.66870,TS,SHUT IN-GENERAL,2010-10-14,,,
1420200096251,PI,ALLOCATED,O,SCHENDEL A-303 B,1,42123323740100,,HORIZONTAL,1,17806,12827,13078,INACTIVE,+29.02145, -97.71313,TS,ABANDONED-GENERAL,2011-02-01,,,
1420200096301 H,PI,ALLOCATED,O,D & S,1 H,42123323440000,,HORIZONTAL,1,16687,13033,13257,ACTIVE,+29.02998, -97.66870,TS,ACTIVE PRODUCING-GENERAL,2010-10-14,,,
1420200096891,PI,ALLOCATED,O,ADAMS UNIT A,1,42123324000000,,HORIZONTAL,1,19166,13196,18960,ACTIVE,+29.10453, -97.56687,TS,ACTIVE PRODUCING-GENERAL,,,,
1420200097191,PI,ALLOCATED,O,C W HAHN UNIT A,1,42123324300000,,HORIZONTAL,1,18549,12807,12923,ACTIVE,+29.06642, -97.65437,TS,ACTIVE PRODUCING-GENERAL,2011-05-21,,,
1420200097211,PI,ALLOCATED,O,SCHMIDT UNIT A,1,42123324700000,,HORIZONTAL,1,17690,12650,13172,ACTIVE,+29.06066, -97.63720,TS,ACTIVE PRODUCING-GENERAL,2011-07-12,,,
1420200097241,PI,ALLOCATED,O,G KLEIN UNIT D,1,42123324400000,,HORIZONTAL,1,17542,12499,12842,ACTIVE,+29.05090, -97.66642,TS,ACTIVE PRODUCING-GENERAL,2011-06-26,,,
1420200097251,PI,ALLOCATED,O,RUCKA UNIT A,1,42123324570100,,HORIZONTAL,1,18395,12468,12976,ACTIVE,+29.10682, -97.59799,TS,ACTIVE PRODUCING-GENERAL,2011-07-11,,,
1420200097311,PI,ALLOCATED,O,RUCKMAN RANCH UNIT,1,42123323390100,,HORIZONTAL,1,17324,12611,13180,ACTIVE,+28.99265, -97.71666,TS,ACTIVE PRODUCING-GENERAL,2011-03-13,,,
1420200097312,PI,ALLOCATED,O,RUCKMAN RANCH UNIT,2,42123323880000,,HORIZONTAL,1,17316,12769,13232,ACTIVE,+28.99580, -97.71512,TS,ACTIVE PRODUCING-GENERAL,2011-07-29,,,
1420200097313,PI,ALLOCATED,O,RUCKMAN RANCH UNIT,3,42123323980000,,HORIZONTAL,1,18057,12906,12994,ACTIVE,+29.00233, -97.73726,TS,ACTIVE PRODUCING-GENERAL,2011-06-07,,,
1420200097314,PI,ALLOCATED,O,RUCKMAN RANCH UNIT,4,42123323990000,,HORIZONTAL,1,18246,12510,12956,ACTIVE,+29.00233, -97.73731,TS,ACTIVE PRODUCING-GENERAL,2011-05-04,,,
1420200097316,PI,ALLOCATED,O,RUCKMAN RANCH UNIT,6,42123327080000,,HORIZONTAL,1,16327,12336,12622,ACTIVE,+29.01828, -97.72592,TS,ACTIVE PRODUCING-GENERAL,2012-07-07,,,
1420200097317,PI,ALLOCATED,O,RUCKMAN RANCH UNIT,7,42123327090000,,HORIZONTAL,1,17218,12454,12698,ACTIVE,+29.01773, -97.72602,TS,ACTIVE PRODUCING-GENERAL,2012-10-17,,,
1420200097421,PI,ALLOCATED,O,RICE UNIVERSITY,1,42123323240100,,HORIZONTAL,1,17712,12948,13232,ACTIVE,+29.04894, -97.62827,TS,ACTIVE PRODUCING-GENERAL,2011-02-18,,,
1420200097422,PI,ALLOCATED,O,RICE UNIVERSITY,2,42123324560000,,HORIZONTAL,1,18422,13005,13098,ACTIVE,+29.06112, -97.63729,TS,ACTIVE PRODUCING-GENERAL,2011-06-17,,,
1420200097423,PI,ALLOCATED,O,RICE UNIVERSITY,3,42123324770000,,HORIZONTAL,1,18430,13036,13174,ACTIVE,+29.04917, -97.64645,TS,ACTIVE PRODUCING-GENERAL,2011-09-10,,,
1420200097551,PI,ALLOCATED,O,G KLEIN UNIT C,1,42123324580100,,HORIZONTAL,1,19071,12623,13284,ACTIVE,+29.04024, -97.67233,TS,ACTIVE PRODUCING-GENERAL,2011-08-03,,,
1420200097711,PI,ALLOCATED,O,G KLEIN UNIT B,1,42123324590000,,HORIZONTAL,1,17772,12657,13268,ACTIVE,+29.04028, -97.67233,TS,ACTIVE PRODUCING-GENERAL,2011-08-20,,,
1420200097721,PI,ALLOCATED,O,KLAEVEMANN UNIT A,1,42123324870000,,HORIZONTAL,1,17536,13097,17078,ACTIVE,+29.10197, -97.58229,TS,ACTIVE PRODUCING-GENERAL,2011-09-15,,,
1420200097741,PI,ALLOCATED,O,G KLEIN UNIT E,1,42123325240000,,HORIZONTAL,1,16753,12426,12829,ACTIVE,+29.05339, -97.66442,TS,ACTIVE PRODUCING-GENERAL,2011-10-03,,,
1420200097951,PI,ALLOCATED,O,VASBINDER UNIT A,1,42123325080000,,HORIZONTAL,1,18760,13245,13410,ACTIVE,+29.01657, -97.68532,TS,ACTIVE PRODUCING-GENERAL,2011-09-15,,,
1420200097961,PI,ALLOCATED,O,A MUELLER UNIT A,1,42123325090000,,HORIZONTAL,1,17683,12870,13168,ACTIVE,+29.09506, -97.58645,TS,ACTIVE PRODUCING-GENERAL,2011-08-23,,,
1420200098221,PI,ALLOCATED,O,THIELE UNIT B,1,42123324690000,,HORIZONTAL,1,17829,12628,12862,ACTIVE,+29.09503, -97.58646,TS,ACTIVE PRODUCING-GENERAL,2011-08-03,,,
1420200098241,PI,ALLOCATED,O,R MEISCHEN UNIT A,1,42123325170000,,HORIZONTAL,1,18207,12719,13011,ACTIVE,+29.04917, -97.64646,TS,ACTIVE PRODUCING-GENERAL,2011-09-29,,,
1420200098381H,PI,ALLOCATED,O,LESKE-LOTT UNIT,1H,42123324060000,,HORIZONTAL,1,14969,12750,13188,ACTIVE,+29.17051, -97.42186,TS,ACTIVE PRODUCING-GENERAL,2011-08-23,,,
1420200098382H,PI,ALLOCATED,O,LESKE-LOTT UNIT,2H,42123327510000,,HORIZONTAL,1,18282,13174,13643,ACTIVE,+29.15924, -97.40740,TS,ACTIVE PRODUCING-GENERAL,2012-07-15,,,
1420200098383H,PI,ALLOCATED,O,LESKE-LOTT UNIT,3H,42123327810000,,HORIZONTAL,1,18307,13166,13835,ACTIVE,+29.15871, -97.40951,TS,ACTIVE PRODUCING-GENERAL,2012-07-26,,,
1420200098384H,PI,ALLOCATED,O,LESKE-LOTT UNIT,4H,42123328380000,,HORIZONTAL,1,18333,13132,13708,ACTIVE,+29.15782, -97.41275,TS,ACTIVE PRODUCING-GENERAL,2012-12-10,,,
1420200098421,PI,ALLOCATED,O,H&H UNIT B,1,42123325580000,,HORIZONTAL,1,17818,12230,12560,ACTIVE,+29.04230, -97.69820,TS,ACTIVE PRODUCING-GENERAL,2011-10-24,,,
1420200098461,PI,ALLOCATED,O,R MEISCHEN UNIT B,1,42123325270000,,HORIZONTAL,1,17400,12773,12958,ACTIVE,+29.05375, -97.66409,TS,ACTIVE PRODUCING-GENERAL,2011-10-26,,,
1420200098501H,PI,ALLOCATED,O,FRANCES LEWTON,1H,42123324140000,,HORIZONTAL,1,18646,13148,13605,ACTIVE,+29.27216, -97.30736,TS,ACTIVE PRODUCING-GENERAL,2011-11-16,,,
1420200098731,PI,ALLOCATED,O,MAURER UNIT A,1,42123325030000,,HORIZONTAL,1,18183,12118,12820,ACTIVE,+29.14255, -97.52930,TS,ACTIVE PRODUCING-GENERAL,2011-10-07,,,
1420200098851,PI,ALLOCATED,O,MAURER UNIT B,1,42123325040000,,HORIZONTAL,1,17045,12183,12867,ACTIVE,+29.14259, -97.52928,TS,ACTIVE PRODUCING-GENERAL,2011-10-26,,,
1420200098991,PI,ALLOCATED,O,KLOTZMAN,1,42123324950000,,HORIZONTAL,1,18015,12962,17905,ACTIVE,+29.12424, -97.55139,TS,ACTIVE PRODUCING-GENERAL,,,,
1420200098992,PI,ALLOCATED,O,KLOTZMAN,2,42123326030000,,HORIZONTAL,1,17756,12236,12924,ACTIVE,+29.12458, -97.55120,TS,ACTIVE PRODUCING-GENERAL,2012-03-25,,,
1420200098993S,PI,ALLOCATED,O,KLOTZMAN,3S,42123326040100,,HORIZONTAL,1,17992,12217,12969,ACTIVE,+29.12664, -97.54935,TS,ACTIVE PRODUCING-GENERAL,2012-05-30,,,
1420200098994,PI,ALLOCATED,O,KLOTZMAN,4,42123326050000,,HORIZONTAL,1,17762,12220,13221,ACTIVE,+29.12669, -97.54930,TS,ACTIVE PRODUCING-GENERAL,2012-05-30,,,
1420200098995S,PI,ALLOCATED,O,KLOTZMAN,5S,42123326060000,,HORIZONTAL,1,18464,12208,12972,ACTIVE,+29.12675, -97.54926,TS,ACTIVE PRODUCING-GENERAL,2012-05-30,,,
1420200098996,PI,ALLOCATED,O,KLOTZMAN,6,42123326070000,,HORIZONTAL,1,18153,12229,12992,ACTIVE,+29.12978, -97.54649,TS,ACTIVE PRODUCING-GENERAL,2012-06-27,,,
1420200098997,PI,ALLOCATED,O,KLOTZMAN,7,42123326080000,,HORIZONTAL,1,17884,12229,13059,ACTIVE,+29.12984, -97.54644,TS,ACTIVE PRODUCING-GENERAL,2012-06-27,,,
1420200098998,PI,ALLOCATED,O,KLOTZMAN,8,42123326090000,,HORIZONTAL,1,16713,12221,12933,ACTIVE,+29.12989, -97.54639,TS,ACTIVE PRODUCING-GENERAL,2012-06-27,,,
142020009899MULTIWELL01,PI,ALLOCATED,O,KLOTZMAN,MULTI,42123324950000,,VERTICAL,1,18464,12208,17905,INACTIVE,+29.12424, -97.55139,TS,ABANDONED-GENERAL,,,,
1420200099021H,PI,ALLOCATED,O,CLARK A,1H,42123323260000,,HORIZONTAL,1,18809,12159,12464,ACTIVE,+29.25459, -97.41475,TS,ACTIVE PRODUCING-GENERAL,2011-03-24,,,
1420200099041H,PI,ALLOCATED,O,HEIBEL A,1H,42123323500000,,HORIZONTAL,1,18999,12464,12653,ACTIVE,+29.27723, -97.35607,TS,ACTIVE PRODUCING-GENERAL,2011-03-26,,,
1420200099051H,PI,ALLOCATED,O,OLIVER C,1H,42123323610000,,HORIZONTAL,1,17936,12485,12537,ACTIVE,+29.24927, -97.40979,TS,ACTIVE PRODUCING-GENERAL,2011-01-03,,,
1420200099071H,PI,ALLOCATED,O,WARWAS A,1H,42123323800000,,HORIZONTAL,1,18739,13681,14097,ACTIVE,+28.94407, -97.64508,TS,ACTIVE PRODUCING-GENERAL,2011-04-15,,,
242020250474,PI,WELL,G,MARALDO A403,1,42123322520100,250474,HORIZONTAL,1,,,,ACTIVE,+29.12205, -97.52164,TS,ACTIVE PRODUCING-GENERAL,2008-12-13,,,
242020252842,PI,WELL,G,MIGURA,1,42123322020000,252842,HORIZONTAL,1,16798,11105,16787,ACTIVE,+29.00776, -97.61978,TS,ACTIVE PRODUCING-GENERAL,2009-04-22,,,
242020254465,PI,WELL,G,FRIEDRICHS GAS UNIT,1,42123322550100,254465,HORIZONTAL,1,16823,15500,16654,ACTIVE,+29.02580, -97.47450,TS,ACTIVE PRODUCING-GENERAL,2009-05-26,,,
242020255061,PI,WELL,G,KRAUSE,1,42123322840000,255061,HORIZONTAL,1,16500,13375,16375,ACTIVE,+29.19732, -97.41650,TS,ACTIVE PRODUCING-GENERAL,2009-11-05,,,
242020256547,PI,WELL,G,CHARLES RIEDESEL GU 1,1,42123322950000,256547,HORIZONTAL,1,18246,14061,18050,ACTIVE,+29.01637, -97.54860,TS,ACTIVE PRODUCING-GENERAL,2010-03-17,,,
242020256982,PI,WELL,G,LANIK UNIT 1,1,42123323010000,256982,HORIZONTAL,1,17147,13485,17020,ACTIVE,+29.01620, -97.63677,TS,ACTIVE PRODUCING-GENERAL,2010-03-26,,,
242020256985,PI,WELL,G,KICKENDAHL UNIT 1,1,42123323050000,256985,HORIZONTAL,1,18111,13412,17879,ACTIVE,+29.14660, -97.45244,TS,ACTIVE PRODUCING-GENERAL,2010-05-01,,,
142010P53863MULTIWELL01,PI,ALLOCATED,O,SANTE UNIT A 1H,MULTI,42149332620100,,HORIZONTAL,1,18168,,,ACTIVE,+29.71033, -97.00281,TS,ACTIVE PRODUCING-GENERAL,,,,
142010P53864MULTIWELL01,PI,ALLOCATED,O,PROST UNIT B 1H,MULTI,42149332680000,,HORIZONTAL,1,16905,11614,16777,ACTIVE,+29.64727, -97.11117,TS,ACTIVE PRODUCING-GENERAL,2012-11-30,,,
142010P56986MULTIWELL01,PI,ALLOCATED,O,PROST UNIT C 1H,MULTI,42149332710000,,HORIZONTAL,1,18146,11980,18008,ACTIVE,+29.64457, -97.09065,TS,ACTIVE PRODUCING-GENERAL,2013-04-05,,,
142010P58157MULTIWELL01,PI,ALLOCATED,O,PROST UNIT 2H,MULTI,42149332480000,,HORIZONTAL,1,17168,,,ACTIVE,+29.64736, -97.10132,TS,ACTIVE PRODUCING-GENERAL,,,,
142010P58159MULTIWELL01,PI,ALLOCATED,O,PROST UNIT B 2H,MULTI,42149332730000,,HORIZONTAL,1,11189,,,ACTIVE,+29.64699, -97.12334,TS,ACTIVE PRODUCING-GENERAL,,,,
142010P58160MULTIWELL01,PI,ALLOCATED,O,PROST UNIT B 3H,MULTI,42149332740000,,HORIZONTAL,1,16570,,,ACTIVE,+29.64699, -97.12340,TS,ACTIVE PRODUCING-GENERAL,,,,
142010P58161MULTIWELL01,PI,ALLOCATED,O,PROST UNIT C 2H,MULTI,42149332760000,,HORIZONTAL,1,17600,11598,17460,ACTIVE,+29.64457, -97.09060,TS,ACTIVE PRODUCING-GENERAL,2013-04-15,,,
142010P58162MULTIWELL01,PI,ALLOCATED,O,PROST UNIT C 8H,MULTI,42149332780000,,HORIZONTAL,1,16718,,,ACTIVE,+29.66191, -97.08027,TS,ACTIVE PRODUCING-GENERAL,,,,
142010P58163MULTIWELL01,PI,ALLOCATED,O,PROST UNIT C 7H,MULTI,42149332840000,,HORIZONTAL,1,14846,,,ACTIVE,+29.66191, -97.08033,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P51956MULTIWELL01,PI,ALLOCATED,O,PROST UNIT 1H,MULTI,42149332300000,,HORIZONTAL,1,16216,11498,16000,ACTIVE,+29.64737, -97.10125,TS,ACTIVE PRODUCING-GENERAL,2012-08-14,,,
1420300258782H,PI,ALLOCATED,O,CHERRY UNIT II,2H,42149332370000,,HORIZONTAL,1,12340,8534,12028,ACTIVE,+29.87613, -97.10284,TS,ACTIVE PRODUCING-GENERAL,2011-11-14,,,
1420300259261H,PI,ALLOCATED,O,CHERRY,1H,42149332290000,,HORIZONTAL,1,11680,10194,11463,ACTIVE,+29.87621, -97.10279,TS,ACTIVE PRODUCING-GENERAL,2011-11-17,,,
142030026083MULTIWELL01,PI,ALLOCATED,O,ARNIM A UNIT,MULTI,42149332350100,,VERTICAL,1,15671,9942,11277,ACTIVE,+29.73002, -97.08807,TS,ACTIVE PRODUCING-GENERAL,2011-10-26,,,
142030026084MULTIWELL01,PI,ALLOCATED,O,RING A UNIT,MULTI,42149332400000,,VERTICAL,1,15245,9651,10784,ACTIVE,+29.69731, -97.12581,TS,ACTIVE PRODUCING-GENERAL,2012-01-23,,,
1420100151801,PI,ALLOCATED,O,WEST PATRICK,1,42163334030100,,HORIZONTAL,1,11035,7709,7794,INACTIVE,+28.78113, -98.82856,TS,ABANDONED-GENERAL,2010-03-08,,,
1420100151902,PI,ALLOCATED,O,KOTHMANN,2,42163333890000,,VERTICAL,1,7856,7742,7829,INACTIVE,+28.74355, -98.86461,TS,SHUT IN-GENERAL,2010-02-25,,,
1420100152681,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,1,42163334150000,,HORIZONTAL,1,14562,8203,8638,INACTIVE,+28.65015, -98.83775,TS,ABANDONED-GENERAL,2010-09-02,,,
1420100152682,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,2,42163334190000,,HORIZONTAL,1,12983,8194,8574,INACTIVE,+28.65632, -98.84049,TS,ABANDONED-GENERAL,2010-10-19,,,
1420100152741,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,1,42163334150000,,HORIZONTAL,1,14562,8203,8638,ACTIVE,+28.65015, -98.83775,TS,ACTIVE PRODUCING-GENERAL,2010-09-02,,,
1420100152742,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,2,42163334190000,,HORIZONTAL,1,12983,8194,8574,ACTIVE,+28.65632, -98.84049,TS,ACTIVE PRODUCING-GENERAL,2010-10-19,,,
1420100152743H,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,3H,42163334400000,,HORIZONTAL,1,15034,8226,8428,ACTIVE,+28.64859, -98.84203,TS,ACTIVE PRODUCING-GENERAL,2011-04-14,,,
1420100152744H,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,4H,42163334460000,,HORIZONTAL,1,14544,8207,8559,ACTIVE,+28.64790, -98.84643,TS,ACTIVE PRODUCING-GENERAL,2011-04-30,,,
1420100152745H,PI,ALLOCATED,O,ARMINIUS ENERGY TRUST,5H,42163334580000,,HORIZONTAL,1,12819,8224,8402,ACTIVE,+28.64881, -98.85276,TS,ACTIVE PRODUCING-GENERAL,2011-05-20,,,
242010P52642,PI,WELL,G,CROZIER WILLIAMSON UNIT,1H,42177325230000,,HORIZONTAL,1,,,,ACTIVE,+29.16951, -97.63308,TS,ACTIVE PRODUCING-GENERAL,,,,
242020P57084,PI,WELL,G,MEDINA UNIT,1,42177328260000,,HORIZONTAL,1,17308,12269,17211,ACTIVE,+29.38046, -97.25416,TS,ACTIVE PRODUCING-GENERAL,2013-03-29,,,
142050P58274MULTIWELL01,PI,ALLOCATED,O,JOHNSON TRUSTS A 1H,MULTI,42185308030000,,HORIZONTAL,1,16265,,,ACTIVE,+30.69422, -96.09687,TS,ACTIVE PRODUCING-GENERAL,,,,
1420100153832H,PI,ALLOCATED,O,VICKERS,2H,42255318000000,,HORIZONTAL,1,12618,7940,8550,ACTIVE,+29.11578, -97.86527,TS,SHUT IN-GENERAL,2011-01-08,,,
1420100166801H,PI,ALLOCATED,O,OPEILA A,1H,42255326530000,,HORIZONTAL,1,17821,8393,9480,ACTIVE,+29.03743, -97.96849,TS,ACTIVE PRODUCING-GENERAL,2012-11-26,,,
142020P48856MULTIWELL01,PI,ALLOCATED,O,MATADOR PAWELEK ORCA 1H,MULTI,42255323410000,,HORIZONTAL,1,17510,,,ACTIVE,+28.82488, -98.09666,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P49781MULTIWELL01,PI,ALLOCATED,O,FRANKE UNIT 2H,MULTI,42255322980000,,HORIZONTAL,1,17285,12360,17184,ACTIVE,+28.85730, -97.93064,TS,ACTIVE PRODUCING-GENERAL,2012-10-22,,,
142020P50587MULTIWELL01,PI,ALLOCATED,O,FRANKE-JOHNSON UNIT 2H,MULTI,42255324060000,,HORIZONTAL,1,18460,13119,18032,ACTIVE,+28.79474, -97.93178,TS,ACTIVE PRODUCING-GENERAL,2012-06-08,,,
142020P50592MULTIWELL01,PI,ALLOCATED,O,MATADOR PAWELEK ORCA 2H,MULTI,42255324230000,,HORIZONTAL,1,17610,,,ACTIVE,+28.82107, -98.09957,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P52662MULTIWELL01,PI,ALLOCATED,O,EGBERT UNIT 2H,MULTI,42255330040000,,HORIZONTAL,1,,,,ACTIVE,+28.88634, -97.91800,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P52664MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 3 7H,MULTI,42255325980000,,HORIZONTAL,1,16375,11693,16255,ACTIVE,+28.76235, -98.03795,TS,ACTIVE PRODUCING-GENERAL,2012-09-26,,,
142020P52668MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 2 8H,MULTI,42255326000000,,HORIZONTAL,1,17391,11510,17269,ACTIVE,+28.77629, -98.04523,TS,ACTIVE PRODUCING-GENERAL,2012-09-25,,,
142020P53196MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 1 11H,MULTI,42255326380000,,HORIZONTAL,1,15561,11515,15437,ACTIVE,+28.78978, -98.04329,TS,ACTIVE PRODUCING-GENERAL,2012-10-17,,,
142020P53206MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 1 10H,MULTI,42255326870000,,HORIZONTAL,1,17709,11850,17593,ACTIVE,+28.78976, -98.04321,TS,ACTIVE PRODUCING-GENERAL,2012-10-17,,,
142020P53212MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 1 16H,MULTI,42255326650000,,HORIZONTAL,1,16480,11730,16372,ACTIVE,+28.79203, -98.04306,TS,ACTIVE PRODUCING-GENERAL,2012-10-09,,,
142020P54804MULTIWELL01,PI,ALLOCATED,O,WHITFIELD EAST UNIT 2H,MULTI,42255326170000,,HORIZONTAL,1,16866,12455,16410,ACTIVE,+29.00568, -97.77699,TS,ACTIVE PRODUCING-GENERAL,2012-12-28,,,
142020P55539MULTIWELL01,PI,ALLOCATED,O,KOTARA-RIDLEY UNIT 5H,MULTI,42255326330000,,HORIZONTAL,1,17233,,,ACTIVE,+28.82981, -97.92081,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P55540MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 4 9H,MULTI,42255326340000,,HORIZONTAL,1,16570,11592,16457,ACTIVE,+28.77895, -98.03431,TS,ACTIVE PRODUCING-GENERAL,2013-01-05,,,
142020P55545MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 4 13H,MULTI,42255326800000,,HORIZONTAL,1,17032,11673,16921,ACTIVE,+28.77888, -98.03431,TS,ACTIVE PRODUCING-GENERAL,2013-01-05,,,
142020P55546MULTIWELL01,PI,ALLOCATED,O,TURNBULL UNIT 4 12H,MULTI,42255326810000,,HORIZONTAL,1,16825,11683,16549,ACTIVE,+28.77881, -98.03431,TS,ACTIVE PRODUCING-GENERAL,2013-01-08,,,
142020P56287MULTIWELL01,PI,ALLOCATED,O,BROWN-DUPNIK B UNIT 1H,MULTI,42255323530000,,HORIZONTAL,1,,,,ACTIVE,+28.83407, -97.98014,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P56309MULTIWELL01,PI,ALLOCATED,O,HAZEL UNIT 2H,MULTI,42255327060000,,HORIZONTAL,1,16130,11823,15983,ACTIVE,+28.99246, -97.83813,TS,ACTIVE PRODUCING-GENERAL,2013-04-17,,,
142020P57244MULTIWELL01,PI,ALLOCATED,O,BEST-BEARD UNIT 2H,MULTI,42255326610000,,HORIZONTAL,1,18820,12260,18604,ACTIVE,+28.82045, -98.00561,TS,ACTIVE PRODUCING-GENERAL,2013-03-11,,,
142020P57245MULTIWELL01,PI,ALLOCATED,O,BEST-BEARD UNIT 3H,MULTI,42255326930000,,HORIZONTAL,1,18620,12171,18506,ACTIVE,+28.82048, -98.00553,TS,ACTIVE PRODUCING-GENERAL,2013-03-14,,,
142020P57246MULTIWELL01,PI,ALLOCATED,O,BEST-BEARD UNIT 4H,MULTI,42255326940000,,HORIZONTAL,1,18615,12200,18335,ACTIVE,+28.82050, -98.00546,TS,ACTIVE PRODUCING-GENERAL,2013-03-11,,,
142020P57251MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 5H,MULTI,42255328420000,,HORIZONTAL,1,18037,12121,17922,ACTIVE,+28.89455, -97.95058,TS,ACTIVE PRODUCING-GENERAL,2013-03-28,,,
142020P57252MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 2H,MULTI,42255328430000,,HORIZONTAL,1,17647,12181,17530,ACTIVE,+28.87607, -97.94945,TS,ACTIVE PRODUCING-GENERAL,2013-03-24,,,
142020P57253MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 3H,MULTI,42255328460000,,HORIZONTAL,1,18000,12108,17883,ACTIVE,+28.89454, -97.95051,TS,ACTIVE PRODUCING-GENERAL,2013-03-28,,,
142020P57259MULTIWELL01,PI,ALLOCATED,O,RUTTER RANCH UNIT 1H,MULTI,42255328620000,,HORIZONTAL,1,15008,8834,14913,ACTIVE,+29.15548, -97.76983,TS,ACTIVE PRODUCING-GENERAL,2013-03-20,,,
142020P57261MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 4H,MULTI,42255328650000,,HORIZONTAL,1,17604,12174,17320,ACTIVE,+28.87604, -97.94951,TS,ACTIVE PRODUCING-GENERAL,2013-03-24,,,
142020P57263MULTIWELL01,PI,ALLOCATED,O,ADAMS-TIPTON UNIT 4H,MULTI,42255329840000,,HORIZONTAL,1,18960,12541,18787,ACTIVE,+28.83546, -97.96837,TS,ACTIVE PRODUCING-GENERAL,2013-03-26,,,
142020P58436MULTIWELL01,PI,ALLOCATED,O,DAVIS A 1H,MULTI,42255327120000,,HORIZONTAL,1,17279,11888,17154,ACTIVE,+28.96987, -97.85338,TS,ACTIVE PRODUCING-GENERAL,2013-04-24,,,
142020P58437MULTIWELL01,PI,ALLOCATED,O,DAVIS A 3H,MULTI,42255327140000,,HORIZONTAL,1,17463,11700,17372,ACTIVE,+28.96981, -97.85345,TS,ACTIVE PRODUCING-GENERAL,2013-04-28,,,
142020P58438MULTIWELL01,PI,ALLOCATED,O,GREAVES A  B  3H,MULTI,42255327150100,,HORIZONTAL,1,16105,,,ACTIVE,+28.96987, -97.85338,TS,ACTIVE PRODUCING-GENERAL,,,,
142020P58439MULTIWELL01,PI,ALLOCATED,O,GREAVES A  B  5H,MULTI,42255327160000,,HORIZONTAL,1,16030,,,ACTIVE,+28.96978, -97.85348,TS,ACTIVE PRODUCING-GENERAL,,,,
