"","Entity","Uwi","Latitude","Longitude","Depth.True.Vertical","Tmax","S2","Romeasure","ClayChlo","waterporosity"
"822","1420100156523H",42177323980000,29.43728,-97.3159,10384,457.223369067341,4.26772922171203,1.05520775968873,3.44088437792805,2.56000906063703
"823","1420100156524H",42177323990000,29.44892,-97.31888,10445,455.924696997846,4.45108802780552,1.03946963826564,3.23921346317608,2.54069947619979
"824","1420100156525H",42177324800000,29.43766,-97.30862,10878,457.742965553856,4.13853067980197,1.05820897182791,3.5072583702828,2.57657401888878
"825","1420100156526H",42177324810000,29.43769,-97.30858,10835,457.743229063307,4.13812765577972,1.05819178851511,3.50721584836671,2.57664221545233
"826","1420100156529H",42177325100000,29.44189,-97.32435,10766,456.172660510633,4.47457215183253,1.04562693465308,3.29505155794589,2.53748082715612
"827","142010015332C  1H",42311342670000,28.62724,-98.67585,9362,451.303842070132,4.59292698299662,0.949379389122283,3.15213707186513,2.19899509390192
"828","142010015332E  1H",42311342990000,28.62922,-98.66961,9427,451.25695032235,4.59993209325804,0.949621150237878,3.18706852595668,2.20545561823026
"829","142010015345B  1H",42311344780000,28.45465,-98.70209,10398,469.42259522588,2.54712932984208,1.24212865768989,3.30024403709721,2.38717651173783
"830","142010015356J  1H",42311345860100,28.58404,-98.69268,9726,454.739575161664,4.00541256161171,1.00152032184034,3.04248329345165,2.20621808357532
"831","1420100153651H",42311342240000,28.4353,-98.53318,11498,476.208507821853,1.68486135240906,1.33677025987153,5.68426575191458,2.58402811919952
"832","1420100153861H",42311342600100,28.48161,-98.64063,10625,467.610064549876,2.65276254500265,1.19441847652335,3.25082582383182,2.39280765945583
"833","1420100153881H",42311343080100,28.49745,-98.57248,11152,467.011587766033,2.60861971916705,1.1718549983046,3.76936566309639,2.41824016243482
"834","1420100153981H",42311342960100,28.58087,-98.79663,9071,452.999215165709,4.45345343939843,0.967895640794335,3.09421613019288,2.06824168796506
