Uwi,Producer.oilApiGravity,Core.XrdQuartz,Producer.mudPressure,Core.TOC,Core.RoMeasured,Core.GriSaturationsSo,Core.ln_formationThickness,Core.GriTotalPorosity,Rules.Prediction,Kaggle.Prediction,Target
42013344470000,42,12.94320644,0.567212679,3.225380458,0.886772746,35.5209021,5.171845511,7.388509228,0,10.01294951,8.151888975
42013344480000,37,13.09538664,0.571058908,3.241714585,0.899220645,34.77680012,5.168276809,7.37370156,-50,10.73435607,7.514261603
42013344520000,38,14.77198367,0.587650502,3.311464539,1.046143038,27.5906353,4.958649427,6.718635358,0,10.65426185,10.72428218
42013344560000,34.7,12.80555326,0.55131056,3.155401073,0.840146981,35.87891178,5.215080979,7.007978654,-100,11.75252121,11.96811224
42013344570000,33.4,12.80523674,0.551305789,3.155386183,0.840131504,35.8795582,5.215080564,7.008067285,-100,11.79890028,10.93401015
42013344580000,44,15.00135163,0.582561107,3.348805805,1.210405769,23.91146833,5.199212908,7.06790865,100,14.46222255,17.7079118
42013344610000,42,14.79755543,0.588654383,3.356809402,1.220947565,23.91201466,5.229704795,7.018377961,100,12.16101326,12.8495246
42013344620000,45,14.80164626,0.588475144,3.355832581,1.220560246,23.93854678,5.229301653,7.018872199,100,12.25986353,12.04012059
42013344640000,42,14.68626929,0.587041065,3.303565076,1.050636161,27.6015281,4.980923446,6.716168491,50,12.01799259,16.66878173
42013344720000,45,14.93344219,0.584157802,3.34393076,1.211261381,24.18724047,5.208684356,7.046593017,100,14.86115089,10.98136052
42013344730000,38.4,14.33294818,0.582894537,3.283729021,1.057078658,28.01284765,5.070602949,6.744703055,50,9.192299047,8.717762661
42013344740000,38.4,14.33897097,0.582842192,3.283679604,1.056617264,28.01126688,5.068286728,6.74239953,50,9.049059921,6.070217197
42013344790000,42,14.71200599,0.587943802,3.305999416,1.052272773,27.54457464,4.979484993,6.722616425,50,10.97467779,16.78989362
42013344890000,28,13.28934666,0.541093651,3.146827038,0.781238396,35.18505238,5.052751781,6.565588943,-200,16.22451629,6.089671564
42013344900000,42,14.77681841,0.589855128,3.312241832,1.055368861,27.41840809,4.974715182,6.738922961,50,13.41593046,21.98612756
42025336250000,NA,16.01244036,0.60957924,3.482906322,1.420900029,13.96840908,5.489197712,7.905843805,-100,13.76800874,0.08603352
42025337170000,44.9,15.99644168,0.611226479,3.475720019,1.408320885,14.36090742,5.465000252,7.880271632,100,13.40224301,0.118119825
42025337210100,NA,15.97540574,0.61081004,3.478346199,1.413493439,14.29885155,5.474213686,7.860672973,-100,13.28832745,0.103006012
42025337240000,60.5,15.60480669,0.632010179,3.462920961,1.383421498,16.60429436,5.433327276,7.519698625,100,16.21962719,8.193807339
42025337260000,61.5,15.70944053,0.624554934,3.464835496,1.389467729,16.01426328,5.438301808,7.604201694,100,15.45418817,6.279160475
42025337410000,69.4,15.75025954,0.610885017,3.486532131,1.421759823,14.8666847,5.496805317,7.651329777,100,10.74080003,0.40077821
42025337750000,NA,15.95144111,0.609989493,3.483245296,1.422097157,14.1476157,5.490144899,7.840500785,-100,9.808158289,0.021217197
42025337910000,NA,15.78800297,0.612170882,3.478260732,1.411442917,15.05401999,5.475378532,7.680372559,-100,14.0487768,2.775997329
42025337950000,56,15.86337408,0.609985194,3.487985197,1.428281489,14.27581963,5.503536752,7.756632163,100,11.98388202,0.537190083
42041320140100,NA,19.35077363,0.531768568,2.983126631,1.134734254,10.4362639,5.762153866,9.823687953,-100,24.32653242,0.018284574
42041320160000,48.4,19.58607926,0.521985724,2.980005597,1.121978526,10.34919516,5.810909451,9.957749915,100,21.90654811,1.144136808
42051331310100,42.1,18.74704318,0.5232653,2.934898281,1.017383548,12.14604572,5.746288255,9.283576928,100,16.89242339,7.361141846
42051336380100,45,18.78741109,0.521722884,2.938926545,1.030068977,11.97790856,5.73718316,9.323402388,100,17.16208925,2.107120353
42051336400000,34.6,18.84452634,0.526309406,2.932522347,1.001747604,12.14632601,5.797612605,9.326047683,0,22.62702727,10.78996283
42051336430000,35,19.16284167,0.521751524,2.947779028,1.041125326,11.37552149,5.816650146,9.570423027,0,16.62358461,3.835926106
42123322020000,55.1,15.81810436,0.53560001,3.598780899,1.272220897,20.60803339,5.584346592,9.51848825,150,16.67221598,2.209796673
42123322310100,54.6,15.85093793,0.566790586,3.513272744,1.27526981,19.35770915,5.49591155,9.124168221,150,20.08269329,39.77252619
42123322520100,49.2,15.8502561,0.565207303,3.45373265,1.29365379,18.10635512,5.45333685,8.917385806,150,19.99359634,67.62193362
42123322550100,70.6,16.23749004,0.63960001,3.51379761,1.357752471,15.54401432,5.638790468,9.411073007,150,12.6610325,0.644009612
42123322610000,61.2,16.09082363,0.598,3.567645544,1.338827779,18.20908153,5.642252039,9.479963914,150,12.81148273,16.44555072
42123322840000,50,15.80892387,0.546,3.29983675,1.435642255,15.00952557,5.415348652,8.498886855,150,19.22893736,42.23374391
42123322920000,63.9,16.13820989,0.624476604,3.606758135,1.374095175,19.35440108,5.70507714,9.49656124,150,11.46546552,6.170961485
42123322950000,60.3,16.0414411,0.66039999,3.563033772,1.32441094,18.48364701,5.619689572,9.453240691,150,12.46101406,9.932125709
42123322990000,59.6,16.07042672,0.64270671,3.608225792,1.400138756,19.73627397,5.727760566,9.269014706,150,11.61379075,16.89482976
42123323010000,55,15.77352191,0.571245276,3.585800416,1.26595124,21.16711724,5.558321983,9.343400291,150,20.83114238,33.38517937
42123323020000,57,15.90163645,0.583944194,3.574440041,1.368937757,19.7403458,5.666304813,9.003057594,150,12.63235734,30.11709319
42123323050000,56.6,15.98731177,0.572,3.386808787,1.356485681,15.0622477,5.47579026,8.86593784,150,14.14331786,26.11241066
42123323080100,55.6,15.9367041,0.626782786,3.585841613,1.30157248,19.77894195,5.608027442,9.489802234,150,11.84046418,13.17383321
42123323090000,51,15.75306656,0.53039999,3.264830276,1.363113823,17.24386037,5.397498027,8.438787073,150,19.25097884,35.03497248
42123323110000,51.1,15.80092157,0.572863634,3.270289607,1.468428657,14.78901977,5.418237003,8.427728933,150,20.07886552,31.88181818
42123323150000,64.1,16.16823041,0.624771187,3.618985031,1.411855254,19.81087409,5.747222452,9.370149896,150,11.59194535,12.5363766
42123323160000,53.7,15.81298457,0.55639999,3.597659316,1.270853491,20.64642657,5.581281052,9.507558565,150,22.19035179,32.38607459
42123323170000,63.8,16.07580543,0.643431282,3.608233981,1.356455142,19.83159506,5.68640715,9.496549119,150,11.53317149,1.582654634
42123323200000,53,15.77422935,0.55120002,3.585918465,1.267173204,21.17939959,5.559782482,9.337615897,150,22.69109783,50.09601105
42123323210000,62.3,16.06628676,0.645430372,3.612839999,1.360308018,20.17764015,5.692160296,9.468026059,150,11.89033442,6.237831858
42123323260000,48,15.53290367,0.574283366,3.264118033,1.344737875,17.89556326,5.319114904,8.231950164,150,21.15824166,34.23839202
42123323270000,52.4,15.702782,0.585454696,3.533841538,1.297461264,21.5374124,5.537551623,8.698978208,150,19.42200741,20.02505103
42123323290000,56.3,15.99625216,0.63439999,3.589656046,1.320219443,19.50812184,5.634017994,9.507606838,150,15.30453551,34.89035306
42123323320000,53.5,15.76949918,0.56160001,3.263711257,1.349094652,17.04403112,5.40770617,8.445223492,150,17.8857378,31.69256343
42123323350000,59.1,16.02404079,0.645032139,3.610765226,1.347626092,20.2734488,5.677175926,9.467728835,150,13.34186177,28.47964493
42123323360000,52.9,15.75520836,0.572465014,3.264997551,1.363039703,17.2401161,5.398169453,8.441069759,150,17.99253392,23.02251493
42123323370000,57.4,15.85304522,0.546,3.595977552,1.303292265,20.8233464,5.61313365,9.353785121,150,14.87245589,23.73624798
42123323380000,56.5,15.85317185,0.578682284,3.595980808,1.303395047,20.82285381,5.613249615,9.35352478,150,20.24292731,30.54736245
42123323390100,49.5,15.71102862,0.584352656,3.540018425,1.296641426,21.58226621,5.542688036,8.750681461,150,20.4265505,5.453696182
42123323420000,56.4,16.07942317,0.56160001,3.23533497,1.234486898,14.98113066,5.466528381,8.505091109,150,12.07196804,2.210757946
42123323430000,60,15.91589005,0.68639999,3.591593248,1.297618503,20.02060836,5.608107143,9.503639596,150,18.07042267,41.27245756
42123323440000,51,15.6901188,0.580351578,3.56243811,1.248837884,22.30986792,5.503242438,9.026532159,150,21.03253781,38.49651848
42123323450000,66.8,16.25728674,0.53560001,3.410475239,1.349141684,12.95122842,5.560343957,9.154247149,150,11.22827138,5.282534695
42123323460000,53,15.9464503,0.55120002,3.344585379,1.393543632,14.53954838,5.456453827,8.72337646,150,20.7488447,43.32777469
42123323480000,61.7,16.07345639,0.641063324,3.601724359,1.418502167,19.12312682,5.742369766,9.182553683,150,11.97131508,11.09671881
42123323490000,64.5,16.18424954,0.619212686,3.611732959,1.394705033,19.28749959,5.728765348,9.470219159,150,11.14151347,7.593096234
42123323510000,53,15.86050839,0.568935621,3.312788333,1.425480997,14.73613563,5.430719637,8.572596366,150,19.3119752,49.61931348
42123323530000,47,15.58002236,0.572818029,3.265841722,1.366013239,17.46460504,5.337072316,8.270506674,150,20.55847071,56.54808371
42123323550000,50.4,15.66160573,0.585770977,3.540577006,1.266117839,22.62763452,5.500485104,8.744179423,150,21.21885894,7.673246967
42123323560000,65.4,16.09604148,0.641425358,3.615539788,1.371864039,20.20028949,5.705583831,9.454324757,150,12.65369683,13.54299329
42123323570000,54.6,15.9406324,0.607759453,3.282542765,1.401104386,14.68922922,5.46053225,8.587001343,150,19.78646432,18.87688898
42123323590000,59.2,15.99861873,0.73839999,3.281443728,1.344565267,14.73314234,5.482033779,8.625945227,200,13.23861623,5.303913738
42123323600000,48,15.68984012,0.573207793,3.262935504,1.387709755,16.90156169,5.377759412,8.363914722,150,19.83730435,33.44815256
42123323610000,49,15.56967893,0.573203438,3.264854948,1.360598106,17.57304244,5.333369111,8.261884618,150,21.40742683,55.31644412
42123323620100,52.1,15.93866752,0.606750689,3.282217568,1.400582459,14.71715829,5.459975054,8.584977771,150,19.21547492,17.68742031
42123323640000,58,16.11761466,0.546,3.245124705,1.247843576,14.65140952,5.481937994,8.558028202,150,11.36452472,1.004653441
42123323660000,65.5,16.15868155,0.629755189,3.622361251,1.398254365,20.35692261,5.735319359,9.411223885,150,12.06256007,11.09299409
42123323670000,53,15.72886315,0.60320002,3.263601253,1.373349635,17.09290816,5.390205093,8.409349983,150,18.08326374,25.47577022
42123323680000,47.9,16.26510625,0.71760001,3.42808789,1.348546307,13.28391761,5.574815648,9.206910998,200,11.28646572,4.800269602
42123323700000,55.2,15.9561909,0.58239999,3.359153779,1.378631959,14.75778976,5.460667931,8.768062812,150,16.38589883,40.51404175
42123323720000,53.6,15.8390649,0.58239999,3.580300542,1.323767754,20.77922407,5.619003442,9.121249055,150,20.7749285,43.73905724
42123323770000,59.6,16.17103493,0.68120002,3.585495208,1.369686739,18.15386887,5.690411744,9.512360639,150,11.06137744,10.80278368
42123323780100,60.9,16.17667321,0.74360001,3.570680322,1.363576071,17.60451557,5.675683734,9.501488163,200,12.53850946,4.917344173
42123323800000,60,16.05753208,0.71760001,3.60529349,1.401026688,19.63421024,5.72658642,9.239662766,200,13.73242867,17.48368411
42123323820000,57,16.17373365,0.52520002,3.252970542,1.259815676,14.24734215,5.496749498,8.61248983,150,11.2431119,0.488877393
42123323840100,58.8,16.20489072,0.610727334,3.536207463,1.357422269,16.39518959,5.64951407,9.448143305,150,12.3983381,6.861544387
42123323850000,62.4,16.09720562,0.71760001,3.543643974,1.334219447,17.53497528,5.619580301,9.422121101,200,13.25588085,15.74521671
42123323860000,61,16.09179993,0.654185129,3.535108271,1.331470697,17.37834332,5.609268783,9.395120139,150,12.47797386,24.63841808
42123323880000,49.2,15.7047358,0.584536589,3.541023434,1.292032433,21.74659216,5.537404522,8.758635066,150,20.48378314,9.382847764
42123323890000,55,15.97997318,0.64831173,3.284051363,1.373901907,14.64624599,5.473968832,8.621091896,150,17.79145302,17.99668288
42123323900000,54,15.8398991,0.58760001,3.596017756,1.294892006,20.84524222,5.604060314,9.380533444,150,20.28545277,30.65367316
42123323910000,60.2,16.10123283,0.634326783,3.583755852,1.34806192,18.62297858,5.663854983,9.508539909,150,11.6951904,8.636326447
42123323920000,62.2,16.07290547,0.74360001,3.556462983,1.331016129,18.0605305,5.62403294,9.446972406,200,12.64885619,23.57215036
42123323930000,56.6,15.84006555,0.58239999,3.596047471,1.294911246,20.8442463,5.604119831,9.380910236,150,14.75484662,31.55345128
42123323940000,62.6,16.21049504,0.609944555,3.539614773,1.359868683,16.43330376,5.654842453,9.457264192,150,12.35114967,3.513212796
42123323950000,53.8,16.21810121,0.52,3.52550289,1.357082458,16.00656049,5.643486947,9.42958937,150,12.28346256,5.293506494
42123323960000,48,15.66713601,0.546,3.317875926,1.366366512,16.98209361,5.359257175,8.417786963,150,20.91756658,68.23653088
42123323980000,48.2,15.64176498,0.587009958,3.522004711,1.273161203,22.58936372,5.49091906,8.585885655,150,21.24781366,14.31834232
42123323990000,46.2,15.64166453,0.587007569,3.521963047,1.273144677,22.5903975,5.490852133,8.585536885,150,21.19706601,12.88156875
42123324010000,60.1,16.23175628,0.52,3.502752335,1.353909123,15.32962777,5.626600067,9.381520369,150,11.60079586,3.618840185
42123324020000,50.5,15.71351244,0.572,3.252186789,1.293593628,17.33238791,5.402290881,8.374720792,150,21.15371399,21.89740566
42123324030000,60.8,16.36171222,0.64505628,3.378881855,1.339182697,11.34597079,5.563746143,9.153984951,150,11.86918144,1.456053723
42123324040000,65.1,16.27515316,0.624,3.440098337,1.349615284,13.47266467,5.586870584,9.245796226,150,13.35349349,5.045773898
42123324060000,51.4,15.96117655,0.572474681,3.338514483,1.401480974,14.26488161,5.460704664,8.721081095,150,21.19860379,16.43980543
42123324070000,52.7,15.93137783,0.58239999,3.356196385,1.379402093,14.94773701,5.452628747,8.738849747,150,20.35623195,46.05480905
42123324080000,NA,16.19598826,0.56679998,3.547559768,1.359159324,16.77188239,5.657918631,9.4684685,-50,12.30433205,4.480544747
42123324090000,60,16.28120769,0.625173,3.343551296,1.364614307,12.04481886,5.550880369,8.988851616,150,11.80254945,4.643556895
42123324100000,60,16.27250942,0.640670969,3.430069245,1.348812073,13.26387416,5.578366663,9.217513185,150,11.85496576,2.513202437
42123324110000,50.5,15.70558971,0.56160001,3.566328574,1.245254617,21.99605447,5.504839792,9.124175699,150,22.20982811,47.46486251
42123324120000,60.5,15.88878165,0.53039999,3.594723982,1.32781519,20.65725968,5.638638824,9.273557216,150,13.56366901,26.22496843
42123324130000,62.3,16.18292335,0.619151565,3.610353314,1.392726754,19.21464502,5.726232929,9.476216109,150,10.87673112,3.820952381
42123324150000,53.2,15.81005706,0.56160001,3.579852487,1.265767749,20.65308808,5.554583475,9.399917141,150,20.69847612,47.86017033
42123324160000,62,16.33904451,0.608246424,3.431070579,1.351669532,12.72235861,5.598528152,9.265723974,150,12.01783258,1.990449239
42123324170000,56,16.04820556,0.652600893,3.550142029,1.323525016,18.11898806,5.608645313,9.418169271,150,13.49828024,25.97617252
42123324180000,60,16.1337146,0.58239999,3.592260884,1.362279118,18.70270133,5.685222576,9.513747816,150,12.80519586,12.05055064
42123324190000,53,16.26337487,0.613506958,3.332691957,1.362317311,12.3362817,5.54856729,8.942336841,150,11.33084657,3.403491104
42123324200000,62,16.08775093,0.76439999,3.301779208,1.380469096,13.57618359,5.501894681,8.738907099,200,16.06788922,6.268791341
42123324210000,60,16.01760433,0.647068266,3.604199493,1.335801889,19.92707244,5.661460193,9.508745529,150,14.05461159,35.89635351
42123324220000,54,15.99890543,0.58239999,3.281473095,1.344537858,14.73056314,5.482121134,8.626220002,150,18.58820487,7.220381707
42123324230000,59,16.10182193,0.635988877,3.574508509,1.344287885,18.32247221,5.653636794,9.495586084,150,12.65874122,27.64238953
42123324240000,54.2,15.60633189,0.728,3.195914053,1.164523859,17.87894216,5.347369811,8.146076924,200,19.87420327,8.142466503
42123324260000,53,15.89166746,0.54079998,3.383144481,1.348210043,15.98650941,5.443574117,8.769076406,150,19.41449766,37.32022849
42123324270000,50.6,15.57128434,0.58239999,3.259706543,1.352687897,17.68541573,5.335792457,8.26207871,150,21.59157072,47.26858356
42123324280000,60,16.01242701,0.728,3.571274569,1.318668094,18.91374508,5.6182254,9.466661184,200,13.62321005,39.02505593
42123324290000,61.5,16.18217038,0.656890715,3.380414582,1.362132495,13.00066227,5.526535647,9.014333712,150,12.24015826,16.12565607
